"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","SEO/HEO","15","[c]","43540","41050"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","G6/G7","30","[c]","53790","52000"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","SEO/HEO","45","[c]","37450","38970"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","EO","55","[c]","25310","24840"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","G6/G7","25","[c]","54090","52390"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","SEO/HEO","110","[c]","35810","37690"
"New entrant CS","2023","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Building Digital UK","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","Finance","SEO/HEO","25","[c]","28840","28840"
"New entrant CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Finance","AA/AO","15","[c]","21430","21380"
"New entrant CS","2023","Finance","Companies House","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","Finance","AA/AO","35","[c]","22010","19460"
"New entrant CS","2023","Finance","Defence Equipment and Support","Finance","EO","20","[c]","26700","26600"
"New entrant CS","2023","Finance","Defence Equipment and Support","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","Finance","SEO/HEO","10","[c]","37720","35100"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6/G7","10","[c]","52630","50580"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO/HEO","10","[c]","35430","37300"
"New entrant CS","2023","Finance","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","SEO/HEO","20","[c]","37380","38470"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","AA/AO","20","[c]","22470","21690"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","SEO/HEO","15","[c]","36300","35640"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Security","SEO/HEO","20","[c]","36950","36320"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Education and Skills Funding Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Estyn","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Government Legal Department","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Land Registry","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","AA/AO","60","[c]","22520","22520"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","EO","15","[c]","28340","27650"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","SEO/HEO","35","[c]","39030","39110"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","AA/AO","30","[c]","22670","22520"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Health and Safety Executive","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Finance","EO","10","[c]","25840","25880"
"New entrant CS","2023","Finance","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Intellectual Property Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Maritime and Coastguard Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Maritime and Coastguard Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Met Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Finance","AA/AO","20","[c]","22360","22220"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Finance","EO","50","[c]","28900","27140"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","30","[c]","38420","35830"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Finance","EO","15","[c]","27290","25830"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Finance","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","15","[c]","36950","35410"
"New entrant CS","2023","Finance","National Crime Agency","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Savings and Investments","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Queen Elizabeth II Centre","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Registers of Scotland","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Prison Service","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Prison Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Serious Fraud Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Submarine Delivery Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","The Insolvency Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Debt Management Office","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Debt Management Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Health Security Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Hydrographic Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Hydrographic Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Space Agency","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Space Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Vehicle Certification Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Water Services Regulation Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Home Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Operational Delivery","AA/AO","345","[c]","22010","22150"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Operational Delivery","EO","45","[c]","25270","25920"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Rural Payments Agency","Operational Delivery","SEO/HEO","15","[c]","32960","30320"
"New entrant CS","2023","Grants Management","The National Archives","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","10","[c]","31140","28000"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Companies House","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
