"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The Insolvency Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The Insolvency Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","Male","60","[c]","41270","37690"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Valuation Office Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Valuation Office Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Commercial Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Commercial Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Transport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Outside London","Female","50","[c]","36490","34170"
"Leaver CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Outside London","Male","50","[c]","39350","34170"
"Leaver CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department of Health and Social Care (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department of Health and Social Care (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Driver and Vehicle Licensing Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Driver and Vehicle Licensing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
