"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","70","65","37130","34600"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","10","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Legal","Outside London","15","10","41370","45150"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","20","20","34180","31990"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","450","430","35790","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","30","30","34770","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","London","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","Outside London","285","270","34940","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","Outside London","80","80","64940","62610"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","110","105","43060","45150"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","Outside London","20","20","35100","33050"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","750","705","40500","39650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","Outside London","20","20","43940","43650"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","London","55","55","42600","38680"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Outside London","925","895","36920","35490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","Overseas","25","25","71410","70700"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","London","110","110","48800","48300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Outside London","415","400","33260","31570"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","London","15","15","57340","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","London","130","125","47740","40120"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Outside London","1710","1675","37330","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Overseas","35","35","44460","43300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","London","215","210","50630","45750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Outside London","1495","1440","38820","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","Overseas","35","35","48380","44680"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","London","270","260","48540","45750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Outside London","3420","3315","33160","31470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Overseas","235","230","57390","56530"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","London","475","460","42300","38680"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Outside London","320","315","34680","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Overseas","15","15","58190","56650"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","London","10","10","53430","45540"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Outside London","95","90","36260","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","London","145","140","38060","34490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Outside London","610","590","29410","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Overseas","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","London","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Outside London","20","20","62210","75290"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Overseas","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","London","40","35","54700","47970"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Outside London","1520","1325","49260","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Overseas","35","35","68770","54030"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","London","530","515","35790","30950"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Outside London","7280","6905","27440","22330"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Overseas","85","85","48160","43490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Unknown","10","10","25150","22280"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","London","90","90","25950","23080"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Outside London","2505","2460","24300","21580"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Overseas","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","London","940","925","52140","46470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Outside London","410","400","37410","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Overseas","50","50","63550","61380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","London","310","305","54690","46570"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Outside London","2420","2365","44010","41200"
