"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","EO","10","10","25980","25940"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","20","20","34690","37300"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","EO","20","15","25950","25970"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","10","10","50500","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","25","25","34130","34280"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","15","15","21630","22150"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","95","90","26010","25920"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","90","85","52830","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","250","240","33700","30820"
"In post","2023","Charity Commission","Charity Commission","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","SEO/HEO","15","15","34350","32060"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","EO","10","10","25390","25300"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","SEO/HEO","40","40","34940","32990"
"In post","2023","Charity Commission","Charity Commission","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","SEO/HEO","10","10","34100","30170"
"In post","2023","Charity Commission","Charity Commission","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Legal","G6/G7","25","20","57080","53820"
"In post","2023","Charity Commission","Charity Commission","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","AA/AO","20","15","21480","21100"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","EO","95","95","25720","25300"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","G6/G7","30","30","55520","52240"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","SEO/HEO","175","170","33500","30170"
"In post","2023","Charity Commission","Charity Commission","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","EO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","15","15","39100","40680"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","95","80","22620","23240"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","70","65","26500","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","20","20","36990","36930"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","50","50","34290","33700"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","20","20","60160","59630"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","180","175","41010","40500"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","30","25","22440","21380"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Finance","EO","15","10","27690","28070"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","30","25","39420","40680"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","10","10","55720","50930"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","35","30","36610","35000"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","295","260","22570","23240"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","125","120","26710","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","20","20","59350","58610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","40","40","35040","31640"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","SCS level","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","5","5","[c]","[c]"
