"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Transport (excl. agencies)","SEO/HEO","10","[c]","36720","35400"
"New entrant CS","2023","Communications","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department for Work and Pensions (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Department of Health and Social Care (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Food Standards Agency","SEO/HEO","10","[c]","35630","37350"
"New entrant CS","2023","Communications","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Prison and Probation Service","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Revenue and Customs (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Revenue and Customs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","HM Treasury (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Health and Safety Executive","SEO/HEO","10","[c]","33920","32800"
"New entrant CS","2023","Communications","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Home Office","SEO/HEO","15","[c]","41030","41750"
"New entrant CS","2023","Communications","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Defence (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Defence (excl. agencies)","EO","15","[c]","28150","27140"
"New entrant CS","2023","Communications","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Defence (excl. agencies)","SEO/HEO","20","[c]","39320","40850"
"New entrant CS","2023","Communications","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Ministry of Justice (excl. agencies)","SEO/HEO","25","[c]","38280","35600"
"New entrant CS","2023","Communications","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","National Savings and Investments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Export Finance","SEO/HEO","15","[c]","39890","38600"
"New entrant CS","2023","Communications","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Health Security Agency","SEO/HEO","10","[c]","41070","42440"
"New entrant CS","2023","Communications","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Statistics Authority","SEO/HEO","10","[c]","33510","31060"
"New entrant CS","2023","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wilton Park","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","SEO/HEO","10","[c]","33850","32830"
"New entrant CS","2023","Counter Fraud","Companies House","AA/AO","35","[c]","21490","21380"
"New entrant CS","2023","Counter Fraud","Companies House","EO","15","[c]","25870","25610"
"New entrant CS","2023","Counter Fraud","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","AA/AO","175","[c]","23590","21690"
"New entrant CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","80","[c]","29230","28120"
"New entrant CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO/HEO","55","[c]","35010","34170"
"New entrant CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","AA/AO","45","[c]","23510","22520"
"New entrant CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","EO","140","[c]","28940","27890"
"New entrant CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","G6/G7","10","[c]","54910","54680"
"New entrant CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","SEO/HEO","40","[c]","36860","34700"
"New entrant CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Serious Fraud Office","EO","20","[c]","26650","26620"
"New entrant CS","2023","Counter Fraud","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Serious Fraud Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Department for Work and Pensions (excl. agencies)","AA/AO","435","[c]","21660","21690"
"New entrant CS","2023","Debt","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","HM Revenue and Customs (excl. agencies)","AA/AO","1220","[c]","23070","22520"
"New entrant CS","2023","Debt","HM Revenue and Customs (excl. agencies)","EO","20","[c]","27650","27650"
"New entrant CS","2023","Digital, Data & Technology","Active Travel England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","AA/AO","20","[c]","18160","18300"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","G6/G7","50","[c]","55360","56430"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","SEO/HEO","45","[c]","37260","38050"
"New entrant CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","SEO/HEO","40","[c]","28840","28840"
"New entrant CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Charity Commission","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Companies House","EO","25","[c]","34870","35300"
"New entrant CS","2023","Digital, Data & Technology","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Companies House","SEO/HEO","45","[c]","39950","38000"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Prosecution Service","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Crown Prosecution Service","SEO/HEO","15","[c]","34590","32660"
"New entrant CS","2023","Digital, Data & Technology","Defence Equipment and Support","AA/AO","25","[c]","23370","24750"
"New entrant CS","2023","Digital, Data & Technology","Defence Equipment and Support","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Defence Equipment and Support","SEO/HEO","30","[c]","35800","32500"
"New entrant CS","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","EO","20","[c]","24300","25900"
"New entrant CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","G6/G7","20","[c]","54060","51360"
"New entrant CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","SEO/HEO","40","[c]","34140","37590"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30","[c]","25980","25920"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","70","[c]","52290","49400"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","70","[c]","35020","37300"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","G6/G7","15","[c]","63030","62450"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for International Trade","SEO/HEO","35","[c]","36870","35800"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","AA/AO","10","[c]","21980","21690"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","EO","85","[c]","28100","28120"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","G6/G7","120","[c]","59030","57240"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","SEO/HEO","185","[c]","38060","38470"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","EO","15","[c]","26780","26780"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","SEO/HEO","15","[c]","39140","37140"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Government Legal Department","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","SEO/HEO","30","[c]","36090","37680"
"New entrant CS","2023","Digital, Data & Technology","HM Land Registry","AA/AO","15","[c]","22340","23390"
"New entrant CS","2023","Digital, Data & Technology","HM Land Registry","EO","25","[c]","29340","28080"
"New entrant CS","2023","Digital, Data & Technology","HM Land Registry","SEO/HEO","20","[c]","40280","39460"
"New entrant CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","135","[c]","28130","27650"
"New entrant CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G6/G7","80","[c]","60070","59290"
"New entrant CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SEO/HEO","365","[c]","39170","39110"
"New entrant CS","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Home Office","EO","55","[c]","27750","25810"
"New entrant CS","2023","Digital, Data & Technology","Home Office","G6/G7","50","[c]","59240","59000"
"New entrant CS","2023","Digital, Data & Technology","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Home Office","SEO/HEO","105","[c]","36620","36180"
"New entrant CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Intellectual Property Office","G6/G7","10","[c]","67140","65240"
"New entrant CS","2023","Digital, Data & Technology","Intellectual Property Office","SEO/HEO","25","[c]","41790","44110"
"New entrant CS","2023","Digital, Data & Technology","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Maritime and Coastguard Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Met Office","AA/AO","60","[c]","19900","20660"
"New entrant CS","2023","Digital, Data & Technology","Met Office","EO","40","[c]","25610","26650"
"New entrant CS","2023","Digital, Data & Technology","Met Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Met Office","SEO/HEO","40","[c]","34880","33430"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AA/AO","30","[c]","22490","22220"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","80","[c]","27760","27080"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","G6/G7","10","[c]","61100","64620"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SEO/HEO","80","[c]","36000","33990"
