"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","National Crime Agency","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scottish Government","Outside London","Female","115","[c]","41330","37820"
"Leaver CS","2023","60-64","Scottish Government","Outside London","Male","160","[c]","43470","37060"
"Leaver CS","2023","60-64","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Statistics Authority","Outside London","Female","50","[c]","29540","23880"
"Leaver CS","2023","60-64","UK Statistics Authority","Outside London","Male","45","[c]","25130","21200"
"Leaver CS","2023","60-64","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Welsh Government","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Welsh Government","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Attorney General's Departments","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Attorney General's Departments","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Attorney General's Departments","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Attorney General's Departments","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","Outside London","Female","40","[c]","25810","22150"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","Outside London","Male","35","[c]","32400","26390"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Transport","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Transport","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Transport","Outside London","Female","70","[c]","24590","22500"
"Leaver CS","2023","65+","Department for Transport","Outside London","Male","110","[c]","30210","27450"
"Leaver CS","2023","65+","Department for Work and Pensions","London","Female","55","[c]","31760","31470"
"Leaver CS","2023","65+","Department for Work and Pensions","London","Male","35","[c]","33820","31060"
"Leaver CS","2023","65+","Department for Work and Pensions","Outside London","Female","700","[c]","25560","25610"
"Leaver CS","2023","65+","Department for Work and Pensions","Outside London","Male","355","[c]","26830","27570"
"Leaver CS","2023","65+","Department for Work and Pensions","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department of Health and Social Care","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department of Health and Social Care","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department of Health and Social Care","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department of Health and Social Care","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Land Registry","Outside London","Female","35","[c]","31970","28080"
"Leaver CS","2023","65+","HM Land Registry","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","London","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","Outside London","Female","300","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","Outside London","Male","215","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","London","Female","50","[c]","36880","30410"
"Leaver CS","2023","65+","Home Office","London","Male","35","[c]","37260","30350"
"Leaver CS","2023","65+","Home Office","Outside London","Female","85","[c]","25980","22400"
"Leaver CS","2023","65+","Home Office","Outside London","Male","65","[c]","26370","26170"
"Leaver CS","2023","65+","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","Outside London","Female","170","[c]","28710","23030"
"Leaver CS","2023","65+","Ministry of Defence","Outside London","Male","490","[c]","32400","30650"
"Leaver CS","2023","65+","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Justice","London","Female","60","[c]","31020","25480"
"Leaver CS","2023","65+","Ministry of Justice","London","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Justice","Outside London","Female","340","[c]","23500","21780"
"Leaver CS","2023","65+","Ministry of Justice","Outside London","Male","370","[c]","25550","21780"
"Leaver CS","2023","65+","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
