"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Property","Cabinet Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Property","Heterosexual / straight","30","[c]","48880","41460"
"New entrant CS","2023","Property","Cabinet Office","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Property","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Chancellor's other departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Chancellor's other departments","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Competition and Markets Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Competition and Markets Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Business, Energy and Industrial Strategy","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Business, Energy and Industrial Strategy","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Business, Energy and Industrial Strategy","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Environment, Food and Rural Affairs","Property","Heterosexual / straight","40","[c]","38500","30360"
"New entrant CS","2023","Property","Department for Environment, Food and Rural Affairs","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Environment, Food and Rural Affairs","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Environment, Food and Rural Affairs","Property","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Transport","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Transport","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Work and Pensions","Property","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Work and Pensions","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Work and Pensions","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department for Work and Pensions","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department of Health and Social Care","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department of Health and Social Care","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Department of Health and Social Care","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","50","[c]","22870","22520"
"New entrant CS","2023","Property","HM Revenue and Customs","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","HM Revenue and Customs","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","HM Revenue and Customs","Operational Delivery","Unknown","70","[c]","22570","22520"
"New entrant CS","2023","Property","HM Revenue and Customs","Property","Heterosexual / straight","110","[c]","27710","24270"
"New entrant CS","2023","Property","HM Revenue and Customs","Property","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","HM Revenue and Customs","Property","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","HM Revenue and Customs","Property","Unknown","105","[c]","27610","26020"
"New entrant CS","2023","Property","Home Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Home Office","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Home Office","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Home Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Home Office","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Home Office","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Defence","Property","Heterosexual / straight","110","[c]","34020","33830"
"New entrant CS","2023","Property","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Defence","Property","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Defence","Property","Unknown","95","[c]","29680","27080"
"New entrant CS","2023","Property","Ministry of Justice","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Justice","Property","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","National Crime Agency","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","National Crime Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","Office of Gas and Electricity Markets","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Office of Qualifications and Examinations Regulation","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Office of Qualifications and Examinations Regulation","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Scottish Government","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Scottish Government","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Scottish Government","Other","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Property","Scottish Government","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Scottish Government","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Scottish Government","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","The National Archives","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","The National Archives","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","UK Supreme Court","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","UK Supreme Court","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Attorney General's Departments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Attorney General's Departments","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Unknown","Heterosexual / straight","90","[c]","27990","24330"
"New entrant CS","2023","Security","Cabinet Office","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","Cabinet Office","Unknown","Unknown","45","[c]","24870","24330"
"New entrant CS","2023","Security","Department for Business, Energy and Industrial Strategy","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Business, Energy and Industrial Strategy","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Digital, Culture, Media and Sport","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Digital, Culture, Media and Sport","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for International Trade","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for International Trade","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Transport","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Transport","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Transport","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Transport","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Transport","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Department for Transport","Security","Unknown","[c]","[c]","[c]","[c]"
