"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Counter Fraud","Outside London","LGBO","185","180","33190","28920"
"In post","2023","30-39","Counter Fraud","Outside London","Undeclared","135","130","33410","28130"
"In post","2023","30-39","Counter Fraud","Outside London","Unknown","605","580","32340","28130"
"In post","2023","30-39","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","London","Heterosexual / straight","30","30","27930","26920"
"In post","2023","30-39","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","London","Unknown","30","25","27530","26920"
"In post","2023","30-39","Debt","Outside London","Heterosexual / straight","900","815","24440","22520"
"In post","2023","30-39","Debt","Outside London","LGBO","100","95","24570","22520"
"In post","2023","30-39","Debt","Outside London","Undeclared","65","60","23500","22520"
"In post","2023","30-39","Debt","Outside London","Unknown","460","425","23610","22520"
"In post","2023","30-39","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Heterosexual / straight","865","850","51780","54630"
"In post","2023","30-39","Digital, Data & Technology","London","LGBO","125","125","52620","55720"
"In post","2023","30-39","Digital, Data & Technology","London","Undeclared","125","120","51800","55280"
"In post","2023","30-39","Digital, Data & Technology","London","Unknown","345","340","48730","43650"
"In post","2023","30-39","Digital, Data & Technology","Outside London","Heterosexual / straight","3215","3145","40550","38470"
"In post","2023","30-39","Digital, Data & Technology","Outside London","LGBO","340","335","40260","38470"
"In post","2023","30-39","Digital, Data & Technology","Outside London","Undeclared","350","345","40580","38300"
"In post","2023","30-39","Digital, Data & Technology","Outside London","Unknown","1020","1000","41100","38470"
"In post","2023","30-39","Digital, Data & Technology","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","London","Heterosexual / straight","490","480","53040","54660"
"In post","2023","30-39","Finance","London","LGBO","30","30","53940","59160"
"In post","2023","30-39","Finance","London","Undeclared","65","65","52500","54690"
"In post","2023","30-39","Finance","London","Unknown","145","140","51860","45960"
"In post","2023","30-39","Finance","Outside London","Heterosexual / straight","1375","1320","38530","35000"
"In post","2023","30-39","Finance","Outside London","LGBO","90","85","38360","34820"
"In post","2023","30-39","Finance","Outside London","Undeclared","100","95","38290","34400"
"In post","2023","30-39","Finance","Outside London","Unknown","330","315","36010","34170"
"In post","2023","30-39","Finance","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Grants Management","London","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","Outside London","Heterosexual / straight","290","270","25390","22150"
"In post","2023","30-39","Grants Management","Outside London","LGBO","45","45","24850","22150"
"In post","2023","30-39","Grants Management","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","30-39","Grants Management","Outside London","Unknown","105","100","24710","22150"
"In post","2023","30-39","Human Resources","London","Heterosexual / straight","500","485","47890","43650"
"In post","2023","30-39","Human Resources","London","LGBO","50","50","47440","43590"
"In post","2023","30-39","Human Resources","London","Undeclared","40","40","44710","41850"
"In post","2023","30-39","Human Resources","London","Unknown","110","110","46120","43210"
"In post","2023","30-39","Human Resources","Outside London","Heterosexual / straight","1640","1560","36310","34170"
"In post","2023","30-39","Human Resources","Outside London","LGBO","180","175","36890","34240"
"In post","2023","30-39","Human Resources","Outside London","Undeclared","95","95","36710","34300"
"In post","2023","30-39","Human Resources","Outside London","Unknown","340","320","34780","33830"
"In post","2023","30-39","Human Resources","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Overseas","Unknown","35","35","53560","52640"
"In post","2023","30-39","Human Resources","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","London","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Outside London","Heterosexual / straight","75","70","43180","42510"
"In post","2023","30-39","Internal Audit","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","London","Heterosexual / straight","1010","970","53310","52890"
"In post","2023","30-39","Legal","London","LGBO","90","90","52200","54100"
"In post","2023","30-39","Legal","London","Undeclared","80","80","54270","54100"
"In post","2023","30-39","Legal","London","Unknown","230","220","53430","54230"
"In post","2023","30-39","Legal","Outside London","Heterosexual / straight","1360","1285","45450","49050"
"In post","2023","30-39","Legal","Outside London","LGBO","100","100","43800","42630"
"In post","2023","30-39","Legal","Outside London","Undeclared","80","75","46470","49050"
"In post","2023","30-39","Legal","Outside London","Unknown","195","185","41920","38460"
"In post","2023","30-39","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","London","Heterosexual / straight","10310","9985","46260","43000"
"In post","2023","30-39","No function","London","LGBO","1035","1020","47980","43750"
"In post","2023","30-39","No function","London","Undeclared","1260","1230","47190","43760"
"In post","2023","30-39","No function","London","Unknown","2980","2910","44770","40600"
"In post","2023","30-39","No function","Outside London","Heterosexual / straight","38120","35900","31390","28480"
"In post","2023","30-39","No function","Outside London","LGBO","3530","3440","31300","28480"
"In post","2023","30-39","No function","Outside London","Undeclared","3275","3095","31790","28710"
"In post","2023","30-39","No function","Outside London","Unknown","11975","11200","29300","27890"
"In post","2023","30-39","No function","Overseas","Heterosexual / straight","485","485","49630","52680"
"In post","2023","30-39","No function","Overseas","LGBO","70","70","49740","53560"
"In post","2023","30-39","No function","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","No function","Overseas","Unknown","230","230","50260","53620"
"In post","2023","30-39","No function","Unknown","Heterosexual / straight","80","80","30120","28120"
"In post","2023","30-39","No function","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","No function","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","No function","Unknown","Unknown","35","30","34360","25750"
"In post","2023","30-39","Project Delivery","London","Heterosexual / straight","875","850","53560","54960"
"In post","2023","30-39","Project Delivery","London","LGBO","85","85","55450","55120"
"In post","2023","30-39","Project Delivery","London","Undeclared","80","80","53710","54460"
"In post","2023","30-39","Project Delivery","London","Unknown","315","310","51920","54440"
"In post","2023","30-39","Project Delivery","Outside London","Heterosexual / straight","2770","2685","41760","40220"
"In post","2023","30-39","Project Delivery","Outside London","LGBO","235","230","43230","41050"
"In post","2023","30-39","Project Delivery","Outside London","Undeclared","225","220","42420","41200"
"In post","2023","30-39","Project Delivery","Outside London","Unknown","560","540","40010","39660"
"In post","2023","30-39","Project Delivery","Overseas","Heterosexual / straight","35","35","53530","54000"
"In post","2023","30-39","Project Delivery","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","London","Heterosexual / straight","120","120","46010","43650"
"In post","2023","30-39","Property","London","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Property","London","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Property","London","Unknown","50","50","44780","43350"
"In post","2023","30-39","Property","Outside London","Heterosexual / straight","805","775","36050","33990"
"In post","2023","30-39","Property","Outside London","LGBO","55","55","32620","31270"
"In post","2023","30-39","Property","Outside London","Undeclared","55","55","36780","34300"
"In post","2023","30-39","Property","Outside London","Unknown","310","300","31910","28720"
"In post","2023","30-39","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","London","Heterosexual / straight","210","205","44270","42240"
"In post","2023","30-39","Security","London","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Security","London","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Security","London","Unknown","95","95","46310","44450"
"In post","2023","30-39","Security","Outside London","Heterosexual / straight","930","920","33260","31300"
"In post","2023","30-39","Security","Outside London","LGBO","75","75","32240","31160"
"In post","2023","30-39","Security","Outside London","Undeclared","110","105","36140","34320"
"In post","2023","30-39","Security","Outside London","Unknown","400","400","33040","30700"
"In post","2023","30-39","Security","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","Unknown","10","10","[c]","[c]"
