"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","White","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Cabinet Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","AA/AO","75","[c]","22600","21690"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","EO","150","[c]","29640","31060"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","EO","30","[c]","26350","26880"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Department of Health and Social Care","SEO/HEO","35","[c]","33900","33330"
"Leaver CS","2023","20-29","Asian","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","AA/AO","90","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Revenue and Customs","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Treasury","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Treasury","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HM Treasury","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Home Office","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Home Office","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Home Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","AA/AO","95","[c]","22620","21780"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Attorney General's Departments","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
