"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","65","60","39260","38120"
"In post","2023","Asian","Disclosure Scotland","Scottish Government","Scotland","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Wales","70","65","29160","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands (England)","60","55","23310","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","30","30","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","East of England","15","15","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","London","35","35","31590","31260"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","10","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","10","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Wales","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","30","25","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Asian","Education Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","London","25","25","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","North West (England)","20","20","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","West Midlands (England)","35","35","40330","37590"
"In post","2023","Asian","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","40","40","37820","32750"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","East of England","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","London","35","35","43340","34830"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","South East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","315","305","45390","39220"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","105","105","50120","53510"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","10","10","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","10","10","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Chancellor's other departments","London","35","35","50600","46860"
"In post","2023","Asian","Government Actuary's Department","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","London","50","50","73270","66270"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Cabinet Office","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","HM Treasury","London","55","55","44550","43160"
