"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","45","40","28820","28120"
"In post","2023","Other ethnicity","Counter Fraud","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Courts and Tribunals Service","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Land Registry","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Counter Fraud","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Ministry of Defence (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Ministry of Justice (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Department for Work and Pensions (excl. agencies)","Other","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Department for Work and Pensions (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Debt","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Active Travel England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Animal and Plant Health Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Building Digital UK","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Central Civil Service Fast Stream","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Prosecution Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Defence Electronics and Components Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
