"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Female","110","[c]","56030","52750"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Male","35","[c]","70500","77470"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Female","50","[c]","42110","38000"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Male","50","[c]","50780","50000"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Public Guardian","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Public Guardian","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Planning Inspectorate","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Planning Inspectorate","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Registers of Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Registers of Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Royal Fleet Auxiliary","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Rural Payments Agency","Female","50","[c]","22680","22150"
"New entrant CS","2023","40-49","Rural Payments Agency","Male","35","[c]","24040","22150"
"New entrant CS","2023","40-49","Scottish Courts and Tribunals Service","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Courts and Tribunals Service","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government (excl. agencies)","Female","100","[c]","46170","41640"
"New entrant CS","2023","40-49","Scottish Government (excl. agencies)","Male","75","[c]","45250","41640"
"New entrant CS","2023","40-49","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Prison Service","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Prison Service","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Public Pensions Agency","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Serious Fraud Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Social Security Scotland","Female","280","[c]","29010","29100"
"New entrant CS","2023","40-49","Social Security Scotland","Male","120","[c]","31250","29100"
"New entrant CS","2023","40-49","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Student Awards Agency for Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Submarine Delivery Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Submarine Delivery Agency","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The Insolvency Service","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Health Security Agency","Female","125","[c]","45860","42050"
"New entrant CS","2023","40-49","UK Health Security Agency","Male","50","[c]","50910","49590"
"New entrant CS","2023","40-49","UK Hydrographic Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Hydrographic Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Female","90","[c]","33540","27330"
"New entrant CS","2023","40-49","UK Statistics Authority","Male","60","[c]","38350","31590"
"New entrant CS","2023","40-49","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Valuation Office Agency","Female","35","[c]","27480","22520"
"New entrant CS","2023","40-49","Valuation Office Agency","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Welsh Government (excl. agencies)","Female","40","[c]","39100","41700"
"New entrant CS","2023","40-49","Welsh Government (excl. agencies)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Active Travel England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Active Travel England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Animal and Plant Health Agency","Female","45","[c]","26390","24920"
"New entrant CS","2023","50-59","Animal and Plant Health Agency","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cabinet Office (excl. agencies)","Male","40","[c]","49970","35530"
"New entrant CS","2023","50-59","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Charity Commission","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Companies House","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Companies House","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Criminal Injuries Compensation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Office and Procurator Fiscal Service","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Office and Procurator Fiscal Service","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Crown Prosecution Service","Female","40","[c]","31260","23650"
"New entrant CS","2023","50-59","Crown Prosecution Service","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Defence Equipment and Support","Female","45","[c]","33230","32500"
"New entrant CS","2023","50-59","Defence Equipment and Support","Male","160","[c]","41600","40000"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Female","40","[c]","37400","39890"
"New entrant CS","2023","50-59","Defence Science and Technology Laboratory","Male","50","[c]","45690","49260"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","45","[c]","43400","40260"
"New entrant CS","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","40","[c]","46570","44040"
"New entrant CS","2023","50-59","Department for International Trade","Female","75","[c]","45130","42540"
"New entrant CS","2023","50-59","Department for International Trade","Male","70","[c]","49870","46470"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Transport (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Female","240","[c]","27370","21690"
"New entrant CS","2023","50-59","Department for Work and Pensions (excl. agencies)","Male","205","[c]","31870","25610"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Female","40","[c]","22830","22500"
"New entrant CS","2023","50-59","Driver and Vehicle Licensing Agency","Male","30","[c]","25950","22500"
"New entrant CS","2023","50-59","Driver and Vehicle Standards Agency","Female","40","[c]","26310","26780"
"New entrant CS","2023","50-59","Driver and Vehicle Standards Agency","Male","145","[c]","27460","26830"
"New entrant CS","2023","50-59","Education Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Government Commercial Organisation","Female","10","[c]","[c]","[c]"
