"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Analysis","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","HEO","Female","65","[c]","32590","32130"
"Leaver Dept.","2023","Analysis","Statistics","HEO","Male","50","[c]","33220","33250"
"Leaver Dept.","2023","Analysis","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","HEO","Male","35","[c]","32410","31820"
"Leaver Dept.","2023","Commercial","Commercial","SEO","Female","55","[c]","41170","41590"
"Leaver Dept.","2023","Commercial","Commercial","SEO","Male","40","[c]","41690","41550"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","HEO","Female","65","[c]","33520","33230"
"Leaver Dept.","2023","Communications","Communications","HEO","Male","35","[c]","34140","33570"
"Leaver Dept.","2023","Communications","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","EO","Female","55","[c]","29070","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","EO","Male","60","[c]","28890","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","AO","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","AO","Male","25","[c]","[c]","[c]"
