"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","UK Health Security Agency","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Sunderland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Sunderland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Swansea","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Swansea","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Swindon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Swindon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Torbay","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Torbay","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Tyneside","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Tyneside","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Wakefield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Wakefield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Wandsworth","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Wandsworth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Warrington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Warrington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Essex","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Surrey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Westminster","Female","105","[c]","47270","40880"
"New entrant CS","2023","UK Health Security Agency","Westminster","Male","65","[c]","50320","40880"
"New entrant CS","2023","UK Health Security Agency","Wiltshire","Female","50","[c]","27870","24090"
"New entrant CS","2023","UK Health Security Agency","Wiltshire","Male","45","[c]","29570","24090"
"New entrant CS","2023","UK Health Security Agency","Wirral","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Wirral","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","York","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Health Security Agency","York","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","Somerset CC","Female","50","[c]","29520","27610"
"New entrant CS","2023","UK Hydrographic Office","Somerset CC","Male","60","[c]","31720","29880"
"New entrant CS","2023","UK Space Agency","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Swindon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Swindon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Space Agency","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Belfast","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Darlington","Female","55","[c]","34420","31560"
"New entrant CS","2023","UK Statistics Authority","Darlington","Male","50","[c]","34020","31560"
"New entrant CS","2023","UK Statistics Authority","Manchester","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Manchester","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Monmouthshire and Newport","Female","220","[c]","28790","24840"
"New entrant CS","2023","UK Statistics Authority","Monmouthshire and Newport","Male","210","[c]","31830","31060"
"New entrant CS","2023","UK Statistics Authority","South Hampshire","Female","235","[c]","26200","21200"
"New entrant CS","2023","UK Statistics Authority","South Hampshire","Male","250","[c]","25920","21200"
"New entrant CS","2023","UK Statistics Authority","Southampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Southampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Westminster","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Westminster","Male","30","[c]","46550","39840"
"New entrant CS","2023","UK Supreme Court","Westminster","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Westminster","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Birmingham","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Birmingham","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Brent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Brent","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Bristol, City of","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Croydon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Croydon","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Devon CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Durham","Female","40","[c]","22700","22520"
"New entrant CS","2023","Valuation Office Agency","Durham","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","East Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","East Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Greater Manchester South West","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Greater Manchester South West","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Leeds","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Leeds","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Nottingham","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Plymouth","Female","35","[c]","22620","22520"
"New entrant CS","2023","Valuation Office Agency","Plymouth","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Sefton","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Sefton","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Sheffield","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Southampton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Southampton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Tower Hamlets","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Tower Hamlets","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Tyneside","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Valuation Office Agency","Tyneside","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","Bristol, City of","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","Bristol, City of","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","Leicestershire CC and Rutland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Vehicle Certification Agency","Leicestershire CC and Rutland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","West Surrey","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Veterinary Medicines Directorate","West Surrey","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Birmingham","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Birmingham","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Peterborough","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Peterborough","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Tower Hamlets","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Tower Hamlets","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Cardiff and Vale of Glamorgan","Female","90","[c]","34700","32460"
"New entrant CS","2023","Welsh Government (excl. agencies)","Cardiff and Vale of Glamorgan","Male","75","[c]","36510","32460"
"New entrant CS","2023","Welsh Government (excl. agencies)","Central Valleys","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Central Valleys","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Conwy and Denbighshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Conwy and Denbighshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Gwynedd","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Gwynedd","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Leeds","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Leeds","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Powys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Powys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","South West Wales","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","South West Wales","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government (excl. agencies)","Swansea","Female","15","[c]","[c]","[c]"
