"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Finance","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Rural Payments Agency","AO","55","[c]","22110","22150"
"New entrant CS","2023","Declared disabled","Grants Management","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","The National Archives","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Companies House","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Companies House","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Companies House","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Companies House","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Crown Office and Procurator Fiscal Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Equipment and Support","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Home Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Home Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Home Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Met Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Met Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","The National Archives","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
