"Status","Year","Age","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Internal Audit","HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Legal","AO","350","345","22930","22870"
"In post","2023","20-29","Declared non-disabled","Legal","EO","395","390","28360","27760"
"In post","2023","20-29","Declared non-disabled","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Legal","G7","255","255","52860","52360"
"In post","2023","20-29","Declared non-disabled","Legal","HEO","155","155","36770","34700"
"In post","2023","20-29","Declared non-disabled","Legal","SEO","55","55","40060","38940"
"In post","2023","20-29","Declared non-disabled","No function","AA","1075","1030","22520","23230"
"In post","2023","20-29","Declared non-disabled","No function","AO","10270","10010","25720","23390"
"In post","2023","20-29","Declared non-disabled","No function","EO","7295","7190","28590","28120"
"In post","2023","20-29","Declared non-disabled","No function","G6","110","110","66660","66000"
"In post","2023","20-29","Declared non-disabled","No function","G7","1555","1550","55500","55120"
"In post","2023","20-29","Declared non-disabled","No function","HEO","4740","4715","34120","34170"
"In post","2023","20-29","Declared non-disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","No function","SEO","2070","2060","41480","41360"
"In post","2023","20-29","Declared non-disabled","No function","Unknown","2860","2805","25940","24570"
"In post","2023","20-29","Declared non-disabled","Project Delivery","AA","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Project Delivery","AO","70","70","23450","23200"
"In post","2023","20-29","Declared non-disabled","Project Delivery","EO","235","230","27400","27140"
"In post","2023","20-29","Declared non-disabled","Project Delivery","G6","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Project Delivery","G7","160","160","55010","55120"
"In post","2023","20-29","Declared non-disabled","Project Delivery","HEO","585","580","33780","33990"
"In post","2023","20-29","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Project Delivery","SEO","350","350","41070","41360"
"In post","2023","20-29","Declared non-disabled","Project Delivery","Unknown","285","285","31410","31920"
"In post","2023","20-29","Declared non-disabled","Property","AA","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Property","AO","125","120","22530","22520"
"In post","2023","20-29","Declared non-disabled","Property","EO","145","145","27530","26890"
"In post","2023","20-29","Declared non-disabled","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Property","G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Property","HEO","175","175","32750","32960"
"In post","2023","20-29","Declared non-disabled","Property","SEO","75","75","42030","42840"
"In post","2023","20-29","Declared non-disabled","Property","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Security","AA","85","85","22380","21380"
"In post","2023","20-29","Declared non-disabled","Security","AO","225","220","28670","28560"
"In post","2023","20-29","Declared non-disabled","Security","EO","120","120","27930","27470"
"In post","2023","20-29","Declared non-disabled","Security","G7","25","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Security","HEO","85","85","35070","35240"
"In post","2023","20-29","Declared non-disabled","Security","SEO","40","40","42130","41800"
"In post","2023","20-29","Declared non-disabled","Security","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","AA","245","235","23530","23340"
"In post","2023","20-29","Declared non-disabled","Unknown","AO","375","370","25220","25620"
"In post","2023","20-29","Declared non-disabled","Unknown","EO","635","630","29490","29450"
"In post","2023","20-29","Declared non-disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","G7","85","85","54770","54870"
"In post","2023","20-29","Declared non-disabled","Unknown","HEO","685","680","34580","34520"
"In post","2023","20-29","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","SEO","320","320","42210","41640"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Analysis","AO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Analysis","EO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Analysis","G7","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Analysis","HEO","65","65","34430","34670"
"In post","2023","20-29","Undeclared","Analysis","SEO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","EO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","G7","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","HEO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","EO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","HEO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Communications","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","AO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","EO","35","35","28920","28120"
"In post","2023","20-29","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","HEO","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Debt","AO","40","35","22110","22110"
"In post","2023","20-29","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data & Technology","AO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data & Technology","EO","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data & Technology","G7","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Digital, Data & Technology","HEO","35","35","33800","34170"
"In post","2023","20-29","Undeclared","Digital, Data & Technology","SEO","35","35","41700","41530"
"In post","2023","20-29","Undeclared","Finance","AO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Finance","EO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Finance","HEO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Finance","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Grants Management","AO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Grants Management","EO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","AO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","EO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","HEO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","AO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","EO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","G7","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","No function","AA","55","50","22590","23230"
"In post","2023","20-29","Undeclared","No function","AO","445","435","25310","22520"
"In post","2023","20-29","Undeclared","No function","EO","360","350","28900","28120"
"In post","2023","20-29","Undeclared","No function","G6","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","No function","G7","110","110","55030","54690"
"In post","2023","20-29","Undeclared","No function","HEO","325","325","33920","33830"
"In post","2023","20-29","Undeclared","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","No function","SEO","160","160","40920","41060"
"In post","2023","20-29","Undeclared","No function","Unknown","115","110","25150","24570"
"In post","2023","20-29","Undeclared","Project Delivery","AO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Project Delivery","EO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Project Delivery","G7","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Project Delivery","HEO","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Project Delivery","SEO","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Property","AO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Property","EO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Property","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Property","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","AO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","AA","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","AO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","EO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","HEO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","AA","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","AO","35","35","23760","23340"
"In post","2023","20-29","Unknown","Analysis","EO","135","135","28290","28030"
"In post","2023","20-29","Unknown","Analysis","G6","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","G7","100","100","55910","55370"
"In post","2023","20-29","Unknown","Analysis","HEO","675","675","33160","32960"
"In post","2023","20-29","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Analysis","SEO","310","310","41730","41780"
"In post","2023","20-29","Unknown","Commercial","AA","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","AO","50","50","24690","23190"
"In post","2023","20-29","Unknown","Commercial","EO","100","100","27480","27080"
"In post","2023","20-29","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","G7","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Commercial","HEO","165","165","32330","32130"
"In post","2023","20-29","Unknown","Commercial","SEO","70","70","41570","41950"
"In post","2023","20-29","Unknown","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","AO","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","EO","60","60","28480","28450"
"In post","2023","20-29","Unknown","Communications","G7","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Communications","HEO","175","175","35980","35410"
"In post","2023","20-29","Unknown","Communications","SEO","90","90","43300","43250"
"In post","2023","20-29","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","AO","50","50","22830","22520"
"In post","2023","20-29","Unknown","Counter Fraud","EO","275","270","29190","28130"
"In post","2023","20-29","Unknown","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","G7","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Counter Fraud","HEO","100","100","35760","34700"
"In post","2023","20-29","Unknown","Counter Fraud","SEO","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","Debt","AO","520","505","22850","22520"
"In post","2023","20-29","Unknown","Debt","EO","55","55","27960","27890"
"In post","2023","20-29","Unknown","Debt","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","AA","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","AO","75","75","23460","22950"
"In post","2023","20-29","Unknown","Digital, Data & Technology","EO","395","390","28050","27650"
"In post","2023","20-29","Unknown","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","G7","105","105","55050","55020"
"In post","2023","20-29","Unknown","Digital, Data & Technology","HEO","565","565","34080","34170"
"In post","2023","20-29","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Digital, Data & Technology","SEO","300","300","41580","41770"
"In post","2023","20-29","Unknown","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","AO","160","150","23330","22520"
"In post","2023","20-29","Unknown","Finance","EO","145","140","28000","27650"
"In post","2023","20-29","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
