"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Government Property Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","London","Female","345","315","31440","25480"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","London","Male","155","150","31030","25480"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Outside London","Female","1410","1225","25500","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Outside London","Male","535","505","25330","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","Outside London","Female","430","375","30260","28080"
"In post","2023","Declared disabled","HM Land Registry","Outside London","Male","235","215","31340","28080"
"In post","2023","Declared disabled","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","London","Female","645","615","36740","33800"
"In post","2023","Declared disabled","HM Prison and Probation Service","London","Male","330","320","38430","36400"
"In post","2023","Declared disabled","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Outside London","Female","4605","4270","30800","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Outside London","Male","2980","2795","32870","32060"
"In post","2023","Declared disabled","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Female","485","455","44440","39790"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Male","385","370","48650","42060"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Female","3165","2780","33040","29730"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Male","2340","2200","33560","29730"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","London","Female","110","105","45770","41360"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","London","Male","75","75","50260","53820"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","London","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","London","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Outside London","Female","205","185","37940","34460"
"In post","2023","Declared disabled","Health and Safety Executive","Outside London","Male","140","135","43360","42890"
"In post","2023","Declared disabled","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","London","Female","665","610","39870","36180"
"In post","2023","Declared disabled","Home Office","London","Male","520","500","42360","36310"
"In post","2023","Declared disabled","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Outside London","Female","1090","980","29750","26110"
"In post","2023","Declared disabled","Home Office","Outside London","Male","930","885","29930","26180"
"In post","2023","Declared disabled","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","London","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Outside London","Female","40","35","34480","29110"
"In post","2023","Declared disabled","Intellectual Property Office","Outside London","Male","45","45","41550","42820"
"In post","2023","Declared disabled","Intellectual Property Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","London","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","London","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Outside London","Female","110","95","26790","25830"
"In post","2023","Declared disabled","Legal Aid Agency","Outside London","Male","50","50","28400","21780"
"In post","2023","Declared disabled","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Outside London","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Outside London","Male","40","40","32860","27450"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
