"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Work and Pensions","Operational Research","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Operational Research","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Other","EO","15","10","30150","28120"
"In post","2023","Analysis","Department for Work and Pensions","Other","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Other","HEO","20","20","37030","37110"
"In post","2023","Analysis","Department for Work and Pensions","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Policy","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Policy","EO","10","10","29880","28120"
"In post","2023","Analysis","Department for Work and Pensions","Policy","G6","20","15","72170","70570"
"In post","2023","Analysis","Department for Work and Pensions","Policy","G7","55","50","56770","58370"
"In post","2023","Analysis","Department for Work and Pensions","Policy","HEO","75","75","37050","37380"
"In post","2023","Analysis","Department for Work and Pensions","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Policy","SEO","30","30","43380","43760"
"In post","2023","Analysis","Department for Work and Pensions","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","G7","10","10","58430","57360"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","HEO","10","10","33890","32850"
"In post","2023","Analysis","Department for Work and Pensions","Science and Engineering","SEO","15","15","41200","40840"
"In post","2023","Analysis","Department for Work and Pensions","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Social Research","G7","15","15","57450","58370"
"In post","2023","Analysis","Department for Work and Pensions","Social Research","HEO","10","10","37410","39150"
"In post","2023","Analysis","Department for Work and Pensions","Social Research","SEO","15","15","42670","43760"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","EO","20","20","28380","28210"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","G6","15","15","72780","70570"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","G7","70","65","58050","55290"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","HEO","45","45","35230","34170"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","SEO","70","65","39910","38470"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","G7","15","15","54830","54690"
"In post","2023","Analysis","Department of Health and Social Care","Economics","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","EO","35","35","28050","27840"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","G7","15","10","55470","54660"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","SEO","10","10","40920","41330"
"In post","2023","Analysis","Department of Health and Social Care","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","G7","10","10","55130","54690"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","G6","10","10","68390","67890"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","G7","25","25","52920","51920"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","HEO","10","10","32310","32280"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","SEO","15","15","39730","38120"
"In post","2023","Analysis","Estyn","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","AO","10","10","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","G7","15","15","58410","58960"
