"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","HM Revenue and Customs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Counter Fraud","EO","40","40","29570","28130"
"In post","2023","Undeclared","HM Revenue and Customs","Counter Fraud","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Counter Fraud","SEO/HEO","55","55","38640","36080"
"In post","2023","Undeclared","HM Revenue and Customs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Digital, Data and Technology","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Digital, Data and Technology","G6/G7","30","30","60150","57970"
"In post","2023","Undeclared","HM Revenue and Customs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","105","100","39070","38220"
"In post","2023","Undeclared","HM Revenue and Customs","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Finance","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Finance","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Human Resources","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Legal","AA/AO","20","15","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Legal","EO","45","40","30260","29730"
"In post","2023","Undeclared","HM Revenue and Customs","Legal","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Legal","SEO/HEO","75","75","38430","36990"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Delivery","AA/AO","655","565","22780","22520"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Delivery","EO","305","280","28970","28130"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Delivery","G6/G7","55","55","61320","57970"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Delivery","SEO/HEO","320","310","37700","35000"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Other","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Other","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Policy","G6/G7","40","40","67060","65230"
"In post","2023","Undeclared","HM Revenue and Customs","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Policy","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
