"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Finance","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","London","10","[c]","48600","42200"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Driver and Vehicle Licensing Agency","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Home Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Government Legal Department","London","20","[c]","58290","63730"
"Leaver Dept.","2023","40-49","Legal","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Active Travel England","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Cabinet Office (excl. agencies)","London","90","[c]","64920","66530"
"Leaver Dept.","2023","40-49","No function","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Criminal Injuries Compensation Authority","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","50","[c]","57080","54360"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","15","[c]","62720","54350"
"Leaver Dept.","2023","40-49","No function","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education (excl. agencies)","London","10","[c]","60140","59440"
"Leaver Dept.","2023","40-49","No function","Department for Education (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education (excl. agencies)","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","London","15","[c]","65920","59110"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","30","[c]","61250","58370"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Transport (excl. agencies)","London","20","[c]","58800","54430"
"Leaver Dept.","2023","40-49","No function","Department for Transport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Transport (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","East Midlands (England)","25","[c]","27620","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","East of England","15","[c]","28450","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","London","35","[c]","33330","32520"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","North East (England)","40","[c]","28520","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","North West (England)","75","[c]","27730","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","Scotland","100","[c]","25700","27570"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","South East (England)","30","[c]","29310","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","South West (England)","25","[c]","26330","27570"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","Unknown","10","[c]","30230","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","Wales","35","[c]","28210","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","West Midlands (England)","65","[c]","27210","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","40","[c]","28980","28120"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Licensing Agency","Wales","30","[c]","30050","27450"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Education and Skills Funding Agency","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","East Midlands (England)","5","[c]","[c]","[c]"
