"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Legal","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
