"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Commercial Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Prosecution Service","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Prosecution Service","Outside London","40","[c]","36530","28310"
"Leaver Dept.","2023","Declared non-disabled","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Equipment and Support","Outside London","40","[c]","39570","38790"
"Leaver Dept.","2023","Declared non-disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","285","[c]","45120","40220"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","30","[c]","37840","30360"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","155","[c]","45750","38100"
"Leaver Dept.","2023","Declared non-disabled","Department for Education (excl. agencies)","London","70","[c]","54410","55020"
"Leaver Dept.","2023","Declared non-disabled","Department for Education (excl. agencies)","Outside London","130","[c]","43820","40370"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","150","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","160","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","London","80","[c]","44130","38160"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","200","[c]","44590","39600"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","100","[c]","38190","36060"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport (excl. agencies)","London","105","[c]","47130","42680"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","30","[c]","39700","35440"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","310","[c]","37580","32520"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","1650","[c]","28730","28120"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","160","[c]","29880","27300"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","60","[c]","32590","27400"
"Leaver Dept.","2023","Declared non-disabled","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education and Skills Funding Agency","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Forestry and Land Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Internal Audit Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Legal Department","London","70","[c]","49440","50880"
"Leaver Dept.","2023","Declared non-disabled","Government Legal Department","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Property Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Courts and Tribunals Service","London","100","[c]","35640","29660"
"Leaver Dept.","2023","Declared non-disabled","HM Courts and Tribunals Service","Outside London","225","[c]","25150","21780"
"Leaver Dept.","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Prison and Probation Service","London","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Prison and Probation Service","Outside London","395","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","615","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury (excl. agencies)","London","170","[c]","47510","39050"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Health and Safety Executive","Outside London","30","[c]","40840","40820"
"Leaver Dept.","2023","Declared non-disabled","Home Office","London","335","[c]","48440","43210"
"Leaver Dept.","2023","Declared non-disabled","Home Office","Outside London","285","[c]","30230","26750"
"Leaver Dept.","2023","Declared non-disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intellectual Property Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intellectual Property Office","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Maritime and Coastguard Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Met Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","London","85","[c]","47100","45750"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","290","[c]","33890","33300"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","London","190","[c]","46940","43650"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","120","[c]","38070","37680"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","London","40","[c]","41280","34850"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","30","[c]","31500","30950"
"Leaver Dept.","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Public Guardian","Outside London","35","[c]","27380","25120"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Registers of Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Rural Payments Agency","Outside London","55","[c]","24870","22150"
"Leaver Dept.","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Forestry","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Government (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
