"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Cabinet Office","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Work and Pensions","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
