"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Intelligence Analysis","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","30-39","Intelligence Analysis","G6/G7","G7","55","55","58670","59410"
"In post","2023","30-39","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Intelligence Analysis","SEO/HEO","HEO","240","235","35010","34700"
"In post","2023","30-39","Intelligence Analysis","SEO/HEO","SEO","130","130","44190","43420"
"In post","2023","30-39","Intelligence Analysis","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","EO","EO","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","G6/G7","G7","30","30","52930","51680"
"In post","2023","30-39","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","SEO/HEO","HEO","35","30","34690","34300"
"In post","2023","30-39","Internal Audit","SEO/HEO","SEO","60","55","42900","42700"
"In post","2023","30-39","International Trade","EO","EO","25","20","27570","28130"
"In post","2023","30-39","International Trade","G6/G7","G6","90","90","66080","65980"
"In post","2023","30-39","International Trade","G6/G7","G7","250","245","55220","55370"
"In post","2023","30-39","International Trade","SCS level","SCS level","35","30","76450","75020"
"In post","2023","30-39","International Trade","SEO/HEO","HEO","95","95","35200","35010"
"In post","2023","30-39","International Trade","SEO/HEO","SEO","140","135","41680","41550"
"In post","2023","30-39","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","AA/AO","AO","50","45","22990","22220"
"In post","2023","30-39","Knowledge and Information Management","EO","EO","120","115","27870","27890"
"In post","2023","30-39","Knowledge and Information Management","G6/G7","G6","15","15","69890","69650"
"In post","2023","30-39","Knowledge and Information Management","G6/G7","G7","65","65","56110","55650"
"In post","2023","30-39","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","SEO/HEO","HEO","160","160","34420","34170"
"In post","2023","30-39","Knowledge and Information Management","SEO/HEO","SEO","80","80","41510","41200"
"In post","2023","30-39","Knowledge and Information Management","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Legal","AA/AO","AO","20","20","23400","22520"
"In post","2023","30-39","Legal","EO","EO","360","355","29460","28130"
"In post","2023","30-39","Legal","G6/G7","G6","420","400","69000","67600"
"In post","2023","30-39","Legal","G6/G7","G7","1515","1445","54760","53390"
"In post","2023","30-39","Legal","SCS level","SCS level","40","40","81460","81600"
"In post","2023","30-39","Legal","SEO/HEO","HEO","325","320","36640","35000"
"In post","2023","30-39","Legal","SEO/HEO","SEO","315","300","40570","39600"
"In post","2023","30-39","Medicine","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","30-39","Medicine","AA/AO","AO","95","85","25040","24680"
"In post","2023","30-39","Medicine","EO","EO","75","65","33240","32930"
"In post","2023","30-39","Medicine","G6/G7","G6","60","45","82300","82960"
"In post","2023","30-39","Medicine","G6/G7","G7","75","70","64480","62970"
"In post","2023","30-39","Medicine","SCS level","SCS level","35","30","95630","93900"
"In post","2023","30-39","Medicine","SEO/HEO","HEO","130","115","38390","40590"
"In post","2023","30-39","Medicine","SEO/HEO","SEO","80","75","44550","43810"
"In post","2023","30-39","Operational Delivery","AA/AO","AA","1525","1375","22430","23230"
"In post","2023","30-39","Operational Delivery","AA/AO","AO","19235","17690","25300","22520"
"In post","2023","30-39","Operational Delivery","EO","EO","18130","17205","29090","28120"
"In post","2023","30-39","Operational Delivery","G6/G7","G6","315","305","67630","66490"
"In post","2023","30-39","Operational Delivery","G6/G7","G7","1355","1330","54860","54330"
"In post","2023","30-39","Operational Delivery","SCS level","SCS level","95","90","81740","77800"
"In post","2023","30-39","Operational Delivery","SEO/HEO","HEO","6905","6695","34740","34300"
"In post","2023","30-39","Operational Delivery","SEO/HEO","SEO","3120","3055","42380","41590"
"In post","2023","30-39","Operational Delivery","Unknown","Unknown","4995","4645","29800","29050"
"In post","2023","30-39","Operational Research","AA/AO","AO","30","25","22520","22520"
"In post","2023","30-39","Operational Research","EO","EO","5","5","[c]","[c]"
"In post","2023","30-39","Operational Research","G6/G7","G6","25","20","70530","70880"
"In post","2023","30-39","Operational Research","G6/G7","G7","130","125","55710","55810"
"In post","2023","30-39","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","SEO/HEO","HEO","50","50","34670","34700"
"In post","2023","30-39","Operational Research","SEO/HEO","SEO","100","95","41980","41780"
"In post","2023","30-39","Other","AA/AO","AA","110","105","21110","19770"
"In post","2023","30-39","Other","AA/AO","AO","660","590","22540","21690"
"In post","2023","30-39","Other","EO","EO","565","530","28590","28120"
"In post","2023","30-39","Other","G6/G7","G6","90","85","77410","70840"
"In post","2023","30-39","Other","G6/G7","G7","270","260","53970","54460"
"In post","2023","30-39","Other","SCS level","SCS level","20","20","84860","76600"
"In post","2023","30-39","Other","SEO/HEO","HEO","465","440","34170","34170"
"In post","2023","30-39","Other","SEO/HEO","SEO","400","390","41840","41000"
"In post","2023","30-39","Other","Unknown","Unknown","380","380","42160","41300"
"In post","2023","30-39","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","EO","EO","10","10","27710","26960"
"In post","2023","30-39","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","G6/G7","G7","15","15","53090","54630"
"In post","2023","30-39","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","SEO/HEO","HEO","15","10","36400","36590"
"In post","2023","30-39","Planning","SEO/HEO","SEO","25","25","41760","40800"
"In post","2023","30-39","Planning Inspectors","G6/G7","G6","25","25","66820","67570"
"In post","2023","30-39","Planning Inspectors","G6/G7","G7","40","35","45870","48660"
"In post","2023","30-39","Planning Inspectors","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Policy","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","30-39","Policy","AA/AO","AO","55","50","24750","25620"
"In post","2023","30-39","Policy","EO","EO","370","355","28690","28720"
"In post","2023","30-39","Policy","G6/G7","G6","1495","1450","66800","66490"
"In post","2023","30-39","Policy","G6/G7","G7","3885","3810","55560","55120"
"In post","2023","30-39","Policy","SCS level","SCS level","385","370","78960","76110"
"In post","2023","30-39","Policy","SEO/HEO","HEO","1625","1590","35020","34740"
"In post","2023","30-39","Policy","SEO/HEO","SEO","2120","2070","41500","41360"
"In post","2023","30-39","Policy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","AA/AO","AO","35","35","23190","22520"
"In post","2023","30-39","Project Delivery","EO","EO","285","270","27780","27470"
"In post","2023","30-39","Project Delivery","G6/G7","G6","315","310","68360","67420"
"In post","2023","30-39","Project Delivery","G6/G7","G7","1080","1060","54670","55020"
"In post","2023","30-39","Project Delivery","SCS level","SCS level","55","55","83200","77520"
"In post","2023","30-39","Project Delivery","SEO/HEO","HEO","1005","970","33860","33990"
"In post","2023","30-39","Project Delivery","SEO/HEO","SEO","1390","1355","41430","41450"
"In post","2023","30-39","Project Delivery","Unknown","Unknown","110","105","41100","40270"
"In post","2023","30-39","Property","AA/AO","AA","35","35","19770","19770"
"In post","2023","30-39","Property","AA/AO","AO","65","60","22970","22520"
"In post","2023","30-39","Property","EO","EO","175","165","27670","27140"
"In post","2023","30-39","Property","G6/G7","G6","30","30","64670","64510"
"In post","2023","30-39","Property","G6/G7","G7","120","115","54470","55110"
"In post","2023","30-39","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","SEO/HEO","HEO","285","280","33630","33990"
"In post","2023","30-39","Property","SEO/HEO","SEO","250","245","43110","42840"
"In post","2023","30-39","Property","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Psychology","AA/AO","AO","15","15","25130","25340"
"In post","2023","30-39","Psychology","EO","EO","160","155","29920","28480"
"In post","2023","30-39","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","G6/G7","G7","25","25","57650","57800"
"In post","2023","30-39","Psychology","SEO/HEO","HEO","230","225","32500","32420"
"In post","2023","30-39","Psychology","SEO/HEO","SEO","200","185","46030","45060"
"In post","2023","30-39","Science and Engineering","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","AA/AO","AO","85","80","23460","22890"
"In post","2023","30-39","Science and Engineering","EO","EO","245","235","27720","27320"
"In post","2023","30-39","Science and Engineering","G6/G7","G6","60","60","67170","67420"
"In post","2023","30-39","Science and Engineering","G6/G7","G7","625","610","52790","49590"
"In post","2023","30-39","Science and Engineering","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","SEO/HEO","HEO","675","660","33340","32850"
"In post","2023","30-39","Science and Engineering","SEO/HEO","SEO","1020","995","42090","41200"
"In post","2023","30-39","Science and Engineering","Unknown","Unknown","190","190","46240","44000"
"In post","2023","30-39","Security","AA/AO","AA","325","320","23220","21380"
"In post","2023","30-39","Security","AA/AO","AO","665","660","34800","35010"
"In post","2023","30-39","Security","EO","EO","215","210","33880","29890"
"In post","2023","30-39","Security","G6/G7","G6","35","35","68820","66720"
"In post","2023","30-39","Security","G6/G7","G7","115","110","56550","55960"
"In post","2023","30-39","Security","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Security","SEO/HEO","HEO","230","225","36210","34950"
"In post","2023","30-39","Security","SEO/HEO","SEO","150","150","42840","42940"
"In post","2023","30-39","Security","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","G6/G7","G6","20","20","69350","69140"
"In post","2023","30-39","Social Research","G6/G7","G7","170","165","55990","55100"
"In post","2023","30-39","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","SEO/HEO","HEO","85","80","33460","31560"
"In post","2023","30-39","Social Research","SEO/HEO","SEO","210","200","41690","41700"
"In post","2023","30-39","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Statistics","EO","EO","40","35","28690","28540"
"In post","2023","30-39","Statistics","G6/G7","G6","55","55","67190","66610"
"In post","2023","30-39","Statistics","G6/G7","G7","265","255","55950","55020"
"In post","2023","30-39","Statistics","SCS level","SCS level","10","10","76370","75420"
"In post","2023","30-39","Statistics","SEO/HEO","HEO","180","170","34560","34300"
"In post","2023","30-39","Statistics","SEO/HEO","SEO","310","300","42070","42120"
"In post","2023","30-39","Tax","AA/AO","AO","540","490","22590","22520"
"In post","2023","30-39","Tax","EO","EO","1330","1285","28290","28130"
"In post","2023","30-39","Tax","G6/G7","G6","130","125","71840","71300"
"In post","2023","30-39","Tax","G6/G7","G7","735","715","58540","57970"
"In post","2023","30-39","Tax","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Tax","SEO/HEO","HEO","1930","1880","35330","35000"
"In post","2023","30-39","Tax","SEO/HEO","SEO","485","475","42650","42140"
"In post","2023","30-39","Unknown","AA/AO","AA","515","480","23300","23340"
"In post","2023","30-39","Unknown","AA/AO","AO","535","510","25590","25710"
"In post","2023","30-39","Unknown","EO","EO","1570","1505","29680","29100"
"In post","2023","30-39","Unknown","G6/G7","G6","565","550","70070","68120"
"In post","2023","30-39","Unknown","G6/G7","G7","1515","1475","57650","56430"
"In post","2023","30-39","Unknown","SCS level","SCS level","140","135","82190","77570"
"In post","2023","30-39","Unknown","SEO/HEO","HEO","2015","1960","35710","34730"
"In post","2023","30-39","Unknown","SEO/HEO","SEO","1600","1555","44250","42860"
"In post","2023","30-39","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","30-39","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","G6/G7","G7","10","10","52460","49400"
"In post","2023","30-39","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","SEO/HEO","SEO","70","65","38000","37330"
"In post","2023","40-49","Commercial","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","40-49","Commercial","AA/AO","AO","70","65","23820","22890"
"In post","2023","40-49","Commercial","EO","EO","130","125","28140","27470"
"In post","2023","40-49","Commercial","G6/G7","G6","260","255","74390","71800"
"In post","2023","40-49","Commercial","G6/G7","G7","500","490","58970","56000"
"In post","2023","40-49","Commercial","SCS level","SCS level","105","105","109950","102900"
"In post","2023","40-49","Commercial","SEO/HEO","HEO","325","310","33800","34000"
"In post","2023","40-49","Commercial","SEO/HEO","SEO","540","525","42400","41780"
"In post","2023","40-49","Commercial","Unknown","Unknown","50","45","43900","42620"
"In post","2023","40-49","Communications","AA/AO","AO","30","25","23210","22500"
"In post","2023","40-49","Communications","EO","EO","85","80","28760","27740"
"In post","2023","40-49","Communications","G6/G7","G6","120","115","69210","68610"
"In post","2023","40-49","Communications","G6/G7","G7","270","260","56330","55910"
"In post","2023","40-49","Communications","SCS level","SCS level","60","60","90890","86700"
"In post","2023","40-49","Communications","SEO/HEO","HEO","195","180","35780","34750"
"In post","2023","40-49","Communications","SEO/HEO","SEO","320","300","42850","42140"
"In post","2023","40-49","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","EO","EO","5","5","[c]","[c]"
"In post","2023","40-49","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AA/AO","AO","290","250","23190","22400"
"In post","2023","40-49","Counter Fraud","EO","EO","970","910","28930","28120"
"In post","2023","40-49","Counter Fraud","G6/G7","G6","40","40","70240","69940"
"In post","2023","40-49","Counter Fraud","G6/G7","G7","55","55","57510","57970"
"In post","2023","40-49","Counter Fraud","SCS level","SCS level","5","5","[c]","[c]"
