"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Digital, Data and Technology","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","G7","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","East of England","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","London","EO","85","85","31010","30340"
"In post","2023","Asian","Digital, Data and Technology","London","G6","75","75","72190","70840"
"In post","2023","Asian","Digital, Data and Technology","London","G7","265","260","59850","59210"
"In post","2023","Asian","Digital, Data and Technology","London","HEO","195","190","36900","36410"
"In post","2023","Asian","Digital, Data and Technology","London","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","London","SEO","215","210","44610","43760"
"In post","2023","Asian","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","G7","30","30","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","SEO","30","30","41800","41630"
"In post","2023","Asian","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","EO","35","35","27490","27650"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","G6","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","G7","35","35","54700","53700"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","HEO","60","60","33490","34170"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","SEO","60","60","40110","39710"
"In post","2023","Asian","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","G7","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","EO","15","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","G6","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","G7","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","EO","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","G7","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","G7","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Wales","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","EO","40","40","27430","27300"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","G6","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","G7","40","40","53270","51770"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","HEO","45","45","33780","33990"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","SEO","70","70","40740","40650"
"In post","2023","Asian","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","EO","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","G7","40","40","55410","55350"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","HEO","35","35","33720","34400"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","SEO","35","35","40720","40000"
"In post","2023","Asian","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","London","AO","5","5","[c]","[c]"
"In post","2023","Asian","Economics","London","EO","25","25","[c]","[c]"
"In post","2023","Asian","Economics","London","G6","20","20","[c]","[c]"
"In post","2023","Asian","Economics","London","G7","55","55","58430","56460"
"In post","2023","Asian","Economics","London","HEO","65","65","36200","35370"
"In post","2023","Asian","Economics","London","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Economics","London","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Economics","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
