"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","80","[c]","38650","36060"
"Leaver Dept.","2023","Unknown","National Crime Agency","National Crime Agency","Heterosexual / straight","55","[c]","40970","38640"
"Leaver Dept.","2023","Unknown","National Crime Agency","National Crime Agency","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","National Crime Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Infrastructure Commission","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Northern Ireland Office","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Teaching Regulation Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","Department of Health and Social Care","Unknown","95","[c]","44080","40650"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","50","[c]","33340","31060"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","UK Statistics Authority","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","UK Statistics Authority","Unknown","40","[c]","32420","31060"
"Leaver Dept.","2023","Unknown","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
