"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice (excl. agencies)","SEO/HEO","35","[c]","39320","39160"
"Leaver Dept.","2023","30-39","No function","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","National Crime Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","National Crime Agency","SEO/HEO","10","[c]","45490","43710"
"Leaver Dept.","2023","30-39","No function","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of the Public Guardian","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of the Public Guardian","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Courts and Tribunals Service","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","The Insolvency Service","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Health Security Agency","G6/G7","20","[c]","59140","59180"
"Leaver Dept.","2023","30-39","No function","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Health Security Agency","SEO/HEO","20","[c]","35250","33790"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Central Civil Service Fast Stream","SEO/HEO","15","[c]","32240","32960"
"Leaver Dept.","2023","30-39","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Defence Equipment and Support","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence (excl. agencies)","SEO/HEO","15","[c]","41600","40580"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Submarine Delivery Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Cabinet Office (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Justice (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Valuation Office Agency","AA/AO","10","[c]","22470","22520"
"Leaver Dept.","2023","30-39","Property","Valuation Office Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Cabinet Office (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Cabinet Office (excl. agencies)","EO","10","[c]","25320","24730"
"Leaver Dept.","2023","30-39","Security","Cabinet Office (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Cabinet Office (excl. agencies)","SEO/HEO","15","[c]","36380","34590"
"Leaver Dept.","2023","30-39","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","HM Prison and Probation Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence (excl. agencies)","AA/AO","10","[c]","25710","24070"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Central Civil Service Fast Stream","SEO/HEO","50","[c]","32110","32000"
"Leaver Dept.","2023","30-39","Unknown","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","15","[c]","59720","55150"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","15","[c]","36850","37380"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Royal Fleet Auxiliary","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Social Security Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","UK Space Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government (excl. agencies)","SEO/HEO","10","[c]","38030","38160"
"Leaver Dept.","2023","40-49","Analysis","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Defence Science and Technology Laboratory","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Education (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
