"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","Cabinet Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Digital, Data and Technology","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","London","180","[c]","55390","56430"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","North West (England)","10","[c]","49840","52580"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","Scotland","20","[c]","40360","38460"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","Yorkshire and The Humber","10","[c]","49070","38460"
"Leaver CS","2023","30-39","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Operational Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Digital, Data and Technology","London","10","[c]","51910","53920"
"Leaver CS","2023","30-39","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","Project Delivery","London","20","[c]","49870","44060"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","South West (England)","10","[c]","35280","35230"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Wales","15","[c]","40690","36820"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","15","[c]","45180","44850"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Policy","London","130","[c]","49700","53380"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Project Delivery","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Science and Engineering","South West (England)","10","[c]","35890","33760"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Policy","London","50","[c]","48570","51730"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","London","5","[c]","[c]","[c]"
