"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Social Security Scotland","Unknown","145","[c]","28380","29100"
"New entrant CS","2023","Declared disabled","Unknown","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Active Travel England","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Building Digital UK","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","35","[c]","28270","26190"
"New entrant CS","2023","Declared non-disabled","Analysis","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Charity Commission","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Companies House","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","Economics","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","35","[c]","30400","28000"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","Economics","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Policy","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions (excl. agencies)","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Estyn","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Government Actuary's Department","Other","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Courts and Tribunals Service","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Economics","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","Economics","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Health and Safety Executive","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Intellectual Property Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Other","45","[c]","36910","35410"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Social Research","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","National Savings and Investments","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Unknown","35","[c]","42760","35000"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Economics","40","[c]","25000","21200"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Social Research","40","[c]","32710","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Statistics","35","[c]","35320","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","Economics","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Building Digital UK","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Companies House","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","Commercial","45","[c]","30240","32500"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for International Trade","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Transport (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Government Commercial Organisation","Commercial","65","[c]","79660","70930"
"New entrant CS","2023","Declared non-disabled","Commercial","Government Commercial Organisation","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Met Office","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Met Office","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Defence (excl. agencies)","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Justice (excl. agencies)","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Submarine Delivery Agency","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Export Finance","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Building Digital UK","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Charity Commission","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Competition and Markets Authority","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
