"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Human Resources","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Ministry of Justice","Human Resources","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Scottish Government","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","HM Treasury","Internal Audit","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Legal","60","55","56810","54320"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Operational Delivery","35","30","26970","27760"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Scottish Government","Legal","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
