"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Heterosexual / straight","50","50","52700","53650"
"In post","2023","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Heterosexual / straight","50","50","54870","50690"
"In post","2023","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Female","Heterosexual / straight","1520","1440","43630","40790"
"In post","2023","Communications","Communications","Female","LGBO","95","95","41310","40410"
"In post","2023","Communications","Communications","Female","Undeclared","145","140","41800","39520"
"In post","2023","Communications","Communications","Female","Unknown","430","415","44340","41550"
"In post","2023","Communications","Communications","Male","Heterosexual / straight","910","900","44510","41190"
"In post","2023","Communications","Communications","Male","LGBO","120","120","45040","41880"
"In post","2023","Communications","Communications","Male","Undeclared","115","115","41840","37420"
"In post","2023","Communications","Communications","Male","Unknown","305","305","44450","41020"
"In post","2023","Communications","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Female","Heterosexual / straight","30","30","40780","39150"
"In post","2023","Communications","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Female","Heterosexual / straight","45","40","42920","37300"
"In post","2023","Communications","Operational Delivery","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Other","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","Other","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
