"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Government Commercial Organisation","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","North West (England)","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Scotland","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","West Midlands (England)","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Yorkshire and The Humber","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Yorkshire and The Humber","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North West (England)","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North West (England)","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","South West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Wales","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Wales","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Yorkshire and The Humber","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","EO","Female","90","[c]","28120","27760"
"New entrant CS","2023","Government Legal Department","London","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","G7","Female","40","[c]","52740","52020"
"New entrant CS","2023","Government Legal Department","London","G7","Male","30","[c]","54630","52020"
"New entrant CS","2023","Government Legal Department","London","HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","South West (England)","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","South West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","West Midlands (England)","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","AO","Female","170","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","AO","Male","75","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","AO","Female","55","[c]","22600","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","AA","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","AO","Female","100","[c]","25350","25480"
"New entrant CS","2023","HM Courts and Tribunals Service","London","AO","Male","45","[c]","25440","25480"
"New entrant CS","2023","HM Courts and Tribunals Service","London","EO","Female","40","[c]","29660","29660"
"New entrant CS","2023","HM Courts and Tribunals Service","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","London","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","AO","Female","75","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","AO","Male","40","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","North West (England)","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","AO","Female","55","[c]","21910","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","AO","Female","45","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","South West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","AO","Female","70","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","AO","Male","35","[c]","21780","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","West Midlands (England)","AO","Female","150","[c]","21780","21780"
