"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Central Civil Service Fast Stream","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Companies House","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","EO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","G6/G7","165","160","67900","66140"
"In post","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","SCS level","55","50","108540","102320"
"In post","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","SEO/HEO","90","90","36900","34860"
"In post","2023","Declared non-disabled","Project Delivery","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Crown Commercial Service","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Defence Electronics and Components Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","AA/AO","35","35","23460","25490"
"In post","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","EO","60","60","26390","25950"
"In post","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","G6/G7","430","420","57290","55810"
"In post","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","SEO/HEO","1020","980","37800","38790"
"In post","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","EO","45","40","24510","24630"
"In post","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","G6/G7","330","315","53970","49260"
"In post","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","SEO/HEO","270","255","35710","39890"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","30","30","58170","57710"
"In post","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","EO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","G6/G7","385","375","60300","62540"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","SEO/HEO","200","195","36730","37590"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","65","65","55950","54630"
"In post","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","40","35","37070","37540"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","G6/G7","170","170","60620","56340"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","SCS level","35","30","93450","87380"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","SEO/HEO","90","90","39670","39630"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","AA/AO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","155","135","28820","28120"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","205","190","57230","52920"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","SCS level","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO/HEO","655","595","36730","34970"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care (excl. agencies)","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Licensing Agency","EO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Licensing Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Standards Agency","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Standards Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Education and Skills Funding Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Education and Skills Funding Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","G6/G7","65","60","77370","78500"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","FCDO Services","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","FCDO Services","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","FCDO Services","G6/G7","15","15","[c]","[c]"
