"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Serious Fraud Office","Attorney General's Departments","Female","30","30","45430","42110"
"In post","2023","Asian","Serious Fraud Office","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Security Scotland","Scottish Government","Female","50","45","30970","29100"
"In post","2023","Asian","Social Security Scotland","Scottish Government","Male","35","35","33810","29450"
"In post","2023","Asian","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Male","35","35","40270","38790"
"In post","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","85","80","28460","25810"
"In post","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","60","60","32030","28570"
"In post","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","The National Archives","Female","30","25","[c]","[c]"
"In post","2023","Asian","The National Archives","The National Archives","Male","15","15","[c]","[c]"
"In post","2023","Asian","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Export Finance","UK Export Finance","Female","45","40","46680","42000"
"In post","2023","Asian","UK Export Finance","UK Export Finance","Male","50","50","51130","42000"
"In post","2023","Asian","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Female","410","385","43780","33750"
"In post","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Male","200","190","47990","40880"
"In post","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Statistics Authority","UK Statistics Authority","Female","120","115","34510","31560"
"In post","2023","Asian","UK Statistics Authority","UK Statistics Authority","Male","110","100","34540","31060"
"In post","2023","Asian","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Female","135","125","34340","31540"
"In post","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Male","115","110","34260","31540"
"In post","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Vehicle Certification Agency","Department for Transport","Male","10","10","[c]","[c]"
"In post","2023","Asian","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Female","20","20","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Male","20","20","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Female","35","35","42190","39690"
"In post","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Male","40","40","43250","39690"
"In post","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Active Travel England","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Active Travel England","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Active Travel England","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","15","15","[c]","[c]"
"In post","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Female","150","145","40900","36680"
"In post","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Male","80","80","43390","38460"
"In post","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Female","40","40","31290","31060"
"In post","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Male","10","10","[c]","[c]"
"In post","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Charity Commission","Male","5","5","[c]","[c]"
"In post","2023","Black","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Competition and Markets Authority","Female","30","25","[c]","[c]"
