"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","25","[c]","25010","25160"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","AO","270","[c]","22740","22150"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","EO","100","[c]","26620","25920"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","HEO","15","[c]","30590","30320"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","SEO","30","[c]","38600","37300"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","AO","35","[c]","24390","25340"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","EO","15","[c]","28870","29080"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","HEO","15","[c]","33400","33830"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Veterinarian","EO","10","[c]","25920","25920"
"New entrant CS","2023","Animal and Plant Health Agency","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Veterinarian","SEO","25","[c]","39330","37300"
"New entrant CS","2023","Attorney General's Office","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Legal","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Operational Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","HEO","10","[c]","33550","31880"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G7","40","[c]","54090","55790"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","HEO","15","[c]","34400","35240"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO","20","[c]","39650","38460"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Economics","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","HEO","10","[c]","29480","28000"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","AO","125","[c]","21090","21720"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","EO","100","[c]","25590","24330"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","G6","10","[c]","64500","64710"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","G7","35","[c]","50740","51290"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","HEO","60","[c]","33790","32640"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","20","[c]","115510","104340"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","SEO","25","[c]","39430","38460"
"New entrant CS","2023","Central Civil Service Fast Stream","Commercial","HEO","30","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Digital, Data and Technology","HEO","40","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Finance","HEO","25","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Project Delivery","HEO","95","[c]","28900","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Property","HEO","15","[c]","28790","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Science and Engineering","HEO","35","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Statistics","HEO","35","[c]","28810","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","HEO","220","[c]","28860","28840"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","AO","10","[c]","22150","22150"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","10","[c]","25940","25920"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","HEO","15","[c]","30500","30350"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Operational Delivery","EO","25","[c]","25300","25300"
"New entrant CS","2023","Charity Commission","Operational Delivery","HEO","15","[c]","30320","30170"
"New entrant CS","2023","Charity Commission","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Counter Fraud","AO","35","[c]","21490","21380"
"New entrant CS","2023","Companies House","Counter Fraud","EO","15","[c]","25870","25610"
"New entrant CS","2023","Companies House","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Digital, Data and Technology","EO","25","[c]","34870","35300"
"New entrant CS","2023","Companies House","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Digital, Data and Technology","HEO","30","[c]","37170","37350"
"New entrant CS","2023","Companies House","Digital, Data and Technology","SEO","15","[c]","46570","47000"
"New entrant CS","2023","Companies House","Finance","AO","15","[c]","21430","21380"
"New entrant CS","2023","Companies House","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Operational Delivery","AO","80","[c]","21460","21380"
"New entrant CS","2023","Companies House","Operational Delivery","EO","15","[c]","25860","25610"
"New entrant CS","2023","Companies House","Operational Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Policy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Project Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Economics","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Economics","HEO","10","[c]","34110","34110"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","AO","20","[c]","23130","23200"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","G7","10","[c]","58120","57840"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","HEO","25","[c]","34710","34110"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Project Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","AO","30","[c]","21780","21780"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Commercial","HEO","10","[c]","32280","31640"
"New entrant CS","2023","Crown Commercial Service","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Operational Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Legal","G7","30","[c]","52480","52360"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","AO","105","[c]","22170","22180"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","25","[c]","28700","28700"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","HEO","20","[c]","33120","33120"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Communications","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Finance","AO","15","[c]","20550","19560"
