"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Driver and Vehicle Licensing Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Driver and Vehicle Standards Agency","Operational Delivery","London","50","[c]","31070","30960"
"Leaver CS","2023","No function","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","440","[c]","27060","26830"
"Leaver CS","2023","No function","Driver and Vehicle Standards Agency","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Driver and Vehicle Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Education and Skills Funding Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Education and Skills Funding Agency","Operational Delivery","Outside London","30","[c]","42060","37740"
"Leaver CS","2023","No function","Education and Skills Funding Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Education and Skills Funding Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","Outside London","30","[c]","32410","28090"
"Leaver CS","2023","No function","Food Standards Agency","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","Outside London","15","[c]","34550","30810"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Government Internal Audit Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Government Internal Audit Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Government Internal Audit Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Government Internal Audit Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Legal","London","45","[c]","42020","34260"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Legal","Outside London","75","[c]","42200","44030"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Operational Delivery","London","435","[c]","27630","25480"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Operational Delivery","Outside London","1375","[c]","22520","21780"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","London","25","[c]","33380","31680"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","Outside London","275","[c]","29070","28080"
"Leaver CS","2023","No function","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Intelligence Analysis","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Operational Delivery","London","780","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Operational Delivery","Outside London","5705","[c]","35490","29050"
"Leaver CS","2023","No function","HM Prison and Probation Service","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Psychology","London","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Psychology","Outside London","105","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Unknown","London","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Unknown","Outside London","510","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","1640","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Tax","London","115","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Tax","Outside London","725","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Operational Delivery","London","15","[c]","28510","27290"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Policy","London","175","[c]","48040","51900"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Policy","Outside London","10","[c]","36410","32070"
"Leaver CS","2023","No function","Health and Safety Executive","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Operational Delivery","London","20","[c]","38000","32230"
"Leaver CS","2023","No function","Health and Safety Executive","Operational Delivery","Outside London","120","[c]","43560","42940"
"Leaver CS","2023","No function","Health and Safety Executive","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Science and Engineering","Outside London","35","[c]","35790","31710"
"Leaver CS","2023","No function","Home Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","London","40","[c]","55550","58320"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","London","25","[c]","35310","36000"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","Outside London","45","[c]","28050","27040"
"Leaver CS","2023","No function","Home Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Delivery","London","395","[c]","33170","29890"
"Leaver CS","2023","No function","Home Office","Operational Delivery","Outside London","1270","[c]","25810","25880"
"Leaver CS","2023","No function","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Other","London","50","[c]","35780","29890"
"Leaver CS","2023","No function","Home Office","Other","Outside London","25","[c]","30190","25880"
"Leaver CS","2023","No function","Home Office","Policy","London","145","[c]","48740","43210"
"Leaver CS","2023","No function","Home Office","Policy","Outside London","20","[c]","42510","35750"
"Leaver CS","2023","No function","Home Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Project Delivery","London","55","[c]","55210","57430"
"Leaver CS","2023","No function","Home Office","Project Delivery","Outside London","25","[c]","41790","39190"
"Leaver CS","2023","No function","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Statistics","London","20","[c]","26420","23500"
"Leaver CS","2023","No function","Home Office","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intellectual Property Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intellectual Property Office","Operational Delivery","Outside London","25","[c]","28320","24030"
"Leaver CS","2023","No function","Intellectual Property Office","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intellectual Property Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intellectual Property Office","Science and Engineering","Outside London","15","[c]","37970","30640"
"Leaver CS","2023","No function","Legal Aid Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal Aid Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal Aid Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal Aid Agency","Operational Delivery","Outside London","55","[c]","25820","21780"
