"Status","Year","Region_ITL2","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","West Central Scotland","Glasgow City","Outside London","EO","4285","4010","28840","28120"
"In post","2023","West Central Scotland","Glasgow City","Outside London","G6/G7","2020","1955","62980","61710"
"In post","2023","West Central Scotland","Glasgow City","Outside London","SCS level","100","100","89090","85000"
"In post","2023","West Central Scotland","Glasgow City","Outside London","SEO/HEO","4905","4720","38600","36330"
"In post","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA/AO","330","285","23500","22400"
"In post","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","495","450","30110","28120"
"In post","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6/G7","90","80","60530","55990"
"In post","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO/HEO","180","170","39350","38820"
"In post","2023","West Central Scotland","North Lanarkshire","Outside London","AA/AO","685","610","22710","21690"
"In post","2023","West Central Scotland","North Lanarkshire","Outside London","EO","695","640","30630","28130"
"In post","2023","West Central Scotland","North Lanarkshire","Outside London","G6/G7","75","70","60610","57970"
"In post","2023","West Central Scotland","North Lanarkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Central Scotland","North Lanarkshire","Outside London","SEO/HEO","280","260","37780","35000"
"In post","2023","West Midlands","Birmingham","Outside London","AA/AO","4060","3695","22760","21780"
"In post","2023","West Midlands","Birmingham","Outside London","EO","3610","3365","28080","28120"
"In post","2023","West Midlands","Birmingham","Outside London","G6/G7","1480","1420","58730","57590"
"In post","2023","West Midlands","Birmingham","Outside London","SCS level","130","125","103570","98710"
"In post","2023","West Midlands","Birmingham","Outside London","SEO/HEO","3820","3690","37380","35000"
"In post","2023","West Midlands","Birmingham","Outside London","Unknown","680","625","30000","29050"
"In post","2023","West Midlands","Coventry","Outside London","AA/AO","255","225","21920","21690"
"In post","2023","West Midlands","Coventry","Outside London","EO","515","470","27990","28080"
"In post","2023","West Midlands","Coventry","Outside London","G6/G7","595","580","55670","51990"
"In post","2023","West Midlands","Coventry","Outside London","SCS level","45","45","89990","81600"
"In post","2023","West Midlands","Coventry","Outside London","SEO/HEO","960","920","36160","37590"
"In post","2023","West Midlands","Coventry","Outside London","Unknown","145","135","29100","24570"
"In post","2023","West Midlands","Dudley","Outside London","AA/AO","570","480","21790","21690"
"In post","2023","West Midlands","Dudley","Outside London","EO","455","395","28000","28120"
"In post","2023","West Midlands","Dudley","Outside London","G6/G7","25","25","56960","51770"
"In post","2023","West Midlands","Dudley","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands","Dudley","Outside London","SEO/HEO","130","120","35520","34170"
"In post","2023","West Midlands","Dudley","Outside London","Unknown","80","75","30190","29050"
"In post","2023","West Midlands","Sandwell","Outside London","AA/AO","45","40","21600","21690"
"In post","2023","West Midlands","Sandwell","Outside London","EO","240","220","27920","28120"
"In post","2023","West Midlands","Sandwell","Outside London","G6/G7","10","10","56630","50950"
"In post","2023","West Midlands","Sandwell","Outside London","SEO/HEO","45","40","35180","34170"
"In post","2023","West Midlands","Sandwell","Outside London","Unknown","120","105","28120","25300"
"In post","2023","West Midlands","Solihull","Outside London","AA/AO","235","210","22160","22400"
"In post","2023","West Midlands","Solihull","Outside London","EO","585","530","26960","26300"
"In post","2023","West Midlands","Solihull","Outside London","G6/G7","75","75","58430","54260"
"In post","2023","West Midlands","Solihull","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","West Midlands","Solihull","Outside London","SEO/HEO","335","320","35590","34050"
"In post","2023","West Midlands","Solihull","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands","Walsall","Outside London","AA/AO","55","45","21640","21690"
"In post","2023","West Midlands","Walsall","Outside London","EO","165","140","27970","28120"
"In post","2023","West Midlands","Walsall","Outside London","G6/G7","10","10","58820","56450"
"In post","2023","West Midlands","Walsall","Outside London","SEO/HEO","35","30","35920","34170"
"In post","2023","West Midlands","Walsall","Outside London","Unknown","85","75","29190","29050"
"In post","2023","West Midlands","Wolverhampton","Outside London","AA/AO","490","405","21600","21690"
"In post","2023","West Midlands","Wolverhampton","Outside London","EO","440","390","27800","28120"
"In post","2023","West Midlands","Wolverhampton","Outside London","G6/G7","65","65","54860","49700"
"In post","2023","West Midlands","Wolverhampton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Midlands","Wolverhampton","Outside London","SEO/HEO","200","190","35000","34170"
"In post","2023","West Midlands","Wolverhampton","Outside London","Unknown","165","155","29340","29050"
"In post","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","AA/AO","250","220","21710","21690"
"In post","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","EO","245","215","29120","28120"
"In post","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","G6/G7","30","30","60780","58020"
"In post","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","120","115","38500","37680"
"In post","2023","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","Unknown","105","100","30730","28290"
"In post","2023","West Wales and The Valleys","Central Valleys","Outside London","AA/AO","550","490","22300","21690"
"In post","2023","West Wales and The Valleys","Central Valleys","Outside London","EO","1525","1420","28240","28120"
"In post","2023","West Wales and The Valleys","Central Valleys","Outside London","G6/G7","170","165","63980","63900"
"In post","2023","West Wales and The Valleys","Central Valleys","Outside London","SCS level","20","20","91920","81690"
"In post","2023","West Wales and The Valleys","Central Valleys","Outside London","SEO/HEO","745","715","39570","39690"
"In post","2023","West Wales and The Valleys","Central Valleys","Outside London","Unknown","165","155","29600","29050"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","AA/AO","100","85","23450","22220"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","EO","175","165","28620","28120"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","G6/G7","85","85","63940","63900"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","SEO/HEO","250","240","41790","39690"
"In post","2023","West Wales and The Valleys","Conwy and Denbighshire","Outside London","Unknown","105","100","29430","25300"
"In post","2023","West Wales and The Valleys","Gwent Valleys","Outside London","AA/AO","145","130","22890","21780"
"In post","2023","West Wales and The Valleys","Gwent Valleys","Outside London","EO","275","245","28340","28120"
"In post","2023","West Wales and The Valleys","Gwent Valleys","Outside London","G6/G7","45","45","64550","63900"
"In post","2023","West Wales and The Valleys","Gwent Valleys","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","West Wales and The Valleys","Gwent Valleys","Outside London","SEO/HEO","160","150","40940","39690"
"In post","2023","West Wales and The Valleys","Gwent Valleys","Outside London","Unknown","110","100","30860","29050"
"In post","2023","West Wales and The Valleys","Gwynedd","Outside London","AA/AO","350","315","22170","21690"
"In post","2023","West Wales and The Valleys","Gwynedd","Outside London","EO","230","215","28230","28120"
"In post","2023","West Wales and The Valleys","Gwynedd","Outside London","G6/G7","20","20","62830","63590"
"In post","2023","West Wales and The Valleys","Gwynedd","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","Gwynedd","Outside London","SEO/HEO","110","105","37020","36590"
"In post","2023","West Wales and The Valleys","Gwynedd","Outside London","Unknown","100","95","29000","26840"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","AA/AO","75","70","22560","22220"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","EO","120","110","27470","27470"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","G6/G7","10","10","66970","65500"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","SEO/HEO","60","60","35730","34300"
"In post","2023","West Wales and The Valleys","Isle of Anglesey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","West Wales and The Valleys","South West Wales","Outside London","AA/AO","460","420","22860","22150"
"In post","2023","West Wales and The Valleys","South West Wales","Outside London","EO","455","410","28210","28120"
"In post","2023","West Wales and The Valleys","South West Wales","Outside London","G6/G7","120","115","62030","63900"
"In post","2023","West Wales and The Valleys","South West Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","West Wales and The Valleys","South West Wales","Outside London","SEO/HEO","465","440","39830","39690"
"In post","2023","West Wales and The Valleys","South West Wales","Outside London","Unknown","135","125","29160","26840"
"In post","2023","West Wales and The Valleys","Swansea","Outside London","AA/AO","4925","4230","22090","22500"
"In post","2023","West Wales and The Valleys","Swansea","Outside London","EO","1705","1580","27810","27450"
"In post","2023","West Wales and The Valleys","Swansea","Outside London","G6/G7","545","525","62500","59480"
"In post","2023","West Wales and The Valleys","Swansea","Outside London","SCS level","10","10","97110","91570"
"In post","2023","West Wales and The Valleys","Swansea","Outside London","SEO/HEO","1855","1770","38320","38100"
"In post","2023","West Wales and The Valleys","Swansea","Outside London","Unknown","235","220","29770","29050"
"In post","2023","West Yorkshire","Bradford","Outside London","AA/AO","1355","1170","22240","22520"
"In post","2023","West Yorkshire","Bradford","Outside London","EO","790","710","28020","28120"
"In post","2023","West Yorkshire","Bradford","Outside London","G6/G7","75","70","58880","57970"
"In post","2023","West Yorkshire","Bradford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Yorkshire","Bradford","Outside London","SEO/HEO","330","310","36850","35000"
"In post","2023","West Yorkshire","Bradford","Outside London","Unknown","245","235","29240","26840"
"In post","2023","West Yorkshire","Calderdale and Kirklees","Outside London","AA/AO","145","120","21560","21690"
"In post","2023","West Yorkshire","Calderdale and Kirklees","Outside London","EO","535","475","27940","28120"
"In post","2023","West Yorkshire","Calderdale and Kirklees","Outside London","G6/G7","60","60","61760","59270"
"In post","2023","West Yorkshire","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","West Yorkshire","Calderdale and Kirklees","Outside London","SEO/HEO","95","90","36600","34170"
