"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Statistics","LGBO","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Statistics","Unknown","65","65","29740","28840"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Heterosexual / straight","190","190","32390","32960"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","LGBO","35","35","32060","32960"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Unknown","555","555","29920","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Unknown","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Unknown","25","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Unknown","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Unknown","25","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Heterosexual / straight","170","165","35830","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","LGBO","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Undeclared","25","25","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","240","235","35710","30820"
"In post","2023","Charity Commission","Charity Commission","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","Heterosexual / straight","30","30","39520","38800"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Digital, Data and Technology","Unknown","25","25","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Intelligence Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","Heterosexual / straight","185","175","34590","30170"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Operational Delivery","Unknown","110","105","31080","27720"
"In post","2023","Charity Commission","Charity Commission","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Heterosexual / straight","125","115","26550","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Undeclared","20","15","[c]","[c]"
