"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","HEO","15","15","33500","35410"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","SCS level","15","15","91310","78840"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland Office","SEO","50","50","40250","37680"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","45","45","25550","25750"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","25","25","66980","63930"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","30","25","49840","47690"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","30","30","33530","33400"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","15","15","40200","40910"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","AO","10","5","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","EO","15","15","30490","29450"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","HEO","10","5","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Scottish Government","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6","10","10","72570","72460"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G7","30","30","58280","56080"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","HEO","15","15","36480","35520"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","10","10","84450","81890"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO","15","15","47710","48860"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","EO","20","20","30710","30440"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","G7","10","10","59870","59360"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","HEO","20","20","36660","37330"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Revenue Scotland","Scottish Government","SEO","15","15","47140","49860"
"In post","2023","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Fiscal Commission","Scottish Government","SEO","10","10","46110","46360"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","AO","50","50","26550","26220"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","EO","60","60","32840","32220"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","G7","15","15","60860","62270"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","HEO","50","50","39810","39520"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Forestry","Scottish Government","SEO","35","35","47300","46690"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","AA","405","385","24500","24890"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","AO","520","500","28120","27740"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","EO","1210","1165","30980","30440"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","G6","885","850","76450","79110"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","G7","1675","1600","61120","65280"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","HEO","2010","1945","36620","36330"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","SCS level","235","225","91370","85200"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Scottish Government","SEO","2235","2135","46980","47860"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","G7","15","15","63900","65280"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Housing Regulator","Scottish Government","SEO","15","15","48290","49860"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Prison Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","AO","195","180","26840","26600"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","EO","85","80","30720","30440"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","G7","15","15","58720","58850"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","HEO","50","45","36820","36330"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Public Pensions Agency","Scottish Government","SEO","15","15","48420","49860"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","AA","1270","1190","22960","22180"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","AO","95","95","26250","26600"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","EO","1515","1465","29610","29100"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","G6","60","60","77320","79110"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","G7","145","140","60290","59870"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","HEO","620","595","35510","34730"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Social Security Scotland","Scottish Government","SEO","315","310","45260","44890"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","AA","105","100","23680","23340"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","AO","10","10","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","EO","65","65","31130","30440"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","G7","10","10","62590","65280"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","HEO","35","35","37640","38330"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Student Awards Agency for Scotland","Scottish Government","SEO","30","25","48580","48860"
"In post","2023","Unknown","Transport Scotland","Scottish Government","AA","25","20","24330","24890"
"In post","2023","Unknown","Transport Scotland","Scottish Government","AO","25","25","26900","26600"
"In post","2023","Unknown","Transport Scotland","Scottish Government","EO","40","40","30780","30440"
"In post","2023","Unknown","Transport Scotland","Scottish Government","G6","55","55","77030","79110"
"In post","2023","Unknown","Transport Scotland","Scottish Government","G7","100","100","61810","65280"
"In post","2023","Unknown","Transport Scotland","Scottish Government","HEO","120","115","36170","35940"
"In post","2023","Unknown","Transport Scotland","Scottish Government","SCS level","10","10","88780","85200"
"In post","2023","Unknown","Transport Scotland","Scottish Government","SEO","160","160","48950","49860"
