"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Security","Home Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","30","[c]","28570","25000"
"Leaver Dept.","2023","Declared non-disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","80","[c]","42300","38470"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Forestry and Land Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","40","[c]","36400","33400"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Scottish Forestry","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Social Security Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","UK Space Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","55","[c]","43310","38160"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Cabinet Office (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for Education (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for Transport (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Department for Work and Pensions (excl. agencies)","90","[c]","26750","28120"
"Leaver Dept.","2023","Undeclared","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Driver and Vehicle Licensing Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","HM Courts and Tribunals Service","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","HM Prison and Probation Service","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","HM Revenue and Customs (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","HM Treasury (excl. agencies)","35","[c]","45960","39950"
"Leaver Dept.","2023","Undeclared","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Home Office","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Legal Aid Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Ministry of Defence (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","UK Health Security Agency","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Central Civil Service Fast Stream","55","[c]","32040","32000"
"Leaver Dept.","2023","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Defence Science and Technology Laboratory","35","[c]","42220","39890"
"Leaver Dept.","2023","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Department for Education (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Home Office","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","UK Statistics Authority","35","[c]","34940","33460"
"Leaver Dept.","2023","Unknown","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Central Civil Service Fast Stream","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Government Commercial Organisation","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Cabinet Office (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Central Civil Service Fast Stream","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Home Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
