"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Male","45","[c]","28880","26610"
"Leaver Dept.","2023","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Female","180","[c]","31660","32000"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Male","110","[c]","31880","32000"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","75","[c]","42920","38810"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","45","[c]","43600","38470"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","240","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","115","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Female","30","[c]","44950","39130"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Male","35","[c]","40800","38160"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Active Travel England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Central Civil Service Fast Stream","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Female","65","[c]","29500","27330"
"New entrant CS","2023","Analysis","Defence Science and Technology Laboratory","Male","110","[c]","30840","27850"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport (excl. agencies)","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Female","40","[c]","33480","34170"
"New entrant CS","2023","Analysis","Department for Work and Pensions (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Government Actuary's Department","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Government Actuary's Department","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs (excl. agencies)","Male","55","[c]","34980","34400"
"New entrant CS","2023","Analysis","HM Treasury (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Health and Safety Executive","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","Female","50","[c]","32130","32000"
"New entrant CS","2023","Analysis","Home Office","Male","30","[c]","31070","29820"
"New entrant CS","2023","Analysis","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence (excl. agencies)","Male","35","[c]","32160","32520"
"New entrant CS","2023","Analysis","Ministry of Justice (excl. agencies)","Female","70","[c]","36710","35410"
"New entrant CS","2023","Analysis","Ministry of Justice (excl. agencies)","Male","85","[c]","37040","35410"
"New entrant CS","2023","Analysis","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","National Savings and Investments","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","Male","35","[c]","43230","33400"
"New entrant CS","2023","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Rail and Road","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","Female","120","[c]","32390","31560"
"New entrant CS","2023","Analysis","UK Statistics Authority","Male","135","[c]","32010","31060"
"New entrant CS","2023","Analysis","Valuation Office Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Valuation Office Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Animal and Plant Health Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Cabinet Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Central Civil Service Fast Stream","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Central Civil Service Fast Stream","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Crown Commercial Service","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Crown Commercial Service","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Defence Equipment and Support","Female","70","[c]","30910","29000"
"New entrant CS","2023","Commercial","Defence Equipment and Support","Male","55","[c]","30610","31930"
"New entrant CS","2023","Commercial","Defence Science and Technology Laboratory","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Defence Science and Technology Laboratory","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for International Trade","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for International Trade","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Transport (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Transport (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department of Health and Social Care (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Government Commercial Organisation","Female","35","[c]","84470","72130"
"New entrant CS","2023","Commercial","Government Commercial Organisation","Male","55","[c]","76400","70930"
"New entrant CS","2023","Commercial","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","HM Revenue and Customs (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Home Office","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Met Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Met Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Ministry of Defence (excl. agencies)","Female","65","[c]","30340","27140"
"New entrant CS","2023","Commercial","Ministry of Defence (excl. agencies)","Male","45","[c]","30940","27470"
"New entrant CS","2023","Commercial","Ministry of Justice (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Scottish Prison Service","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Submarine Delivery Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Submarine Delivery Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","The National Archives","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Export Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Export Finance","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Health Security Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Health Security Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Cabinet Office (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Cabinet Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Charity Commission","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Companies House","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
