"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Human Resources","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","London","Female","120","110","38620","35330"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","London","Male","145","145","42340","38680"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","Female","440","420","30320","27470"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","Male","340","335","31770","28550"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Delivery","London","Female","80","75","43790","42280"
"In post","2023","Digital, Data & Technology","Operational Delivery","London","Male","40","40","51610","44800"
"In post","2023","Digital, Data & Technology","Operational Delivery","Outside London","Female","415","390","36470","35000"
"In post","2023","Digital, Data & Technology","Operational Delivery","Outside London","Male","500","490","38080","37590"
"In post","2023","Digital, Data & Technology","Operational Delivery","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Delivery","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","Outside London","Male","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Other","London","Female","80","75","40100","36180"
"In post","2023","Digital, Data & Technology","Other","London","Male","35","35","42120","36310"
"In post","2023","Digital, Data & Technology","Other","Outside London","Female","110","105","34220","32160"
"In post","2023","Digital, Data & Technology","Other","Outside London","Male","60","60","31490","27650"
"In post","2023","Digital, Data & Technology","Policy","London","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Policy","London","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Policy","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Policy","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","London","Female","75","70","43010","36690"
"In post","2023","Digital, Data & Technology","Project Delivery","London","Male","60","60","41640","36180"
"In post","2023","Digital, Data & Technology","Project Delivery","Outside London","Female","85","80","40950","38940"
"In post","2023","Digital, Data & Technology","Project Delivery","Outside London","Male","60","60","39610","38940"
"In post","2023","Digital, Data & Technology","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","Outside London","Female","175","155","38990","39650"
"In post","2023","Digital, Data & Technology","Science and Engineering","Outside London","Male","385","365","42370","40420"
"In post","2023","Digital, Data & Technology","Security","London","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","London","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","Outside London","Male","30","30","48880","51160"
"In post","2023","Digital, Data & Technology","Social Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Social Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","London","Female","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","Outside London","Female","40","40","40820","35000"
"In post","2023","Digital, Data & Technology","Tax","Outside London","Male","50","50","38270","35000"
"In post","2023","Digital, Data & Technology","Unknown","London","Female","105","105","54360","56430"
"In post","2023","Digital, Data & Technology","Unknown","London","Male","140","140","61990","56430"
"In post","2023","Digital, Data & Technology","Unknown","Outside London","Female","295","285","43620","41780"
"In post","2023","Digital, Data & Technology","Unknown","Outside London","Male","465","465","45790","42510"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","London","Female","60","55","43000","39780"
"In post","2023","Finance","Commercial","London","Male","65","60","45300","43760"
"In post","2023","Finance","Commercial","Outside London","Female","385","350","37320","34970"
"In post","2023","Finance","Commercial","Outside London","Male","240","230","37850","34970"
"In post","2023","Finance","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","London","Female","20","20","[c]","[c]"
"In post","2023","Finance","Corporate Finance","London","Male","40","35","59770","53130"
"In post","2023","Finance","Corporate Finance","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Finance","Corporate Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Finance","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","London","Male","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Finance","Counter Fraud","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","London","Female","5","5","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Finance","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","London","Female","1190","1140","49770","45250"
"In post","2023","Finance","Finance","London","Male","1245","1235","52850","49220"
"In post","2023","Finance","Finance","Outside London","Female","3875","3620","38460","34600"
"In post","2023","Finance","Finance","Outside London","Male","2940","2875","41680","38470"
"In post","2023","Finance","Finance","Overseas","Female","30","30","49330","48980"
"In post","2023","Finance","Finance","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Finance","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2023","Finance","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","London","Female","90","80","35720","32460"
"In post","2023","Finance","Operational Delivery","London","Male","60","60","42330","39620"
"In post","2023","Finance","Operational Delivery","Outside London","Female","980","810","27430","22520"
"In post","2023","Finance","Operational Delivery","Outside London","Male","510","485","28700","22520"
"In post","2023","Finance","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","London","Female","20","20","[c]","[c]"
"In post","2023","Finance","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Finance","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","London","Female","10","10","[c]","[c]"
"In post","2023","Finance","Policy","London","Male","10","10","[c]","[c]"
"In post","2023","Finance","Policy","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Finance","Policy","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Finance","Project Delivery","London","Female","15","10","[c]","[c]"
"In post","2023","Finance","Project Delivery","London","Male","5","5","[c]","[c]"
"In post","2023","Finance","Project Delivery","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Finance","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","London","Female","35","35","45340","39150"
