"Status","Year","Disability","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
