"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Government Legal Department","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Digital, Data and Technology","G6/G7","20","20","56500","55970"
"In post","2023","Government Property Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Finance","G6/G7","25","25","53310","51020"
"In post","2023","Government Property Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Finance","SEO/HEO","35","35","37280","38420"
"In post","2023","Government Property Agency","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Project Delivery","G6/G7","25","20","60310","62010"
"In post","2023","Government Property Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Project Delivery","SEO/HEO","10","10","36590","38420"
"In post","2023","Government Property Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Property","EO","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Property","G6/G7","115","115","56600","56150"
"In post","2023","Government Property Agency","Property","SCS level","15","15","90790","87980"
"In post","2023","Government Property Agency","Property","SEO/HEO","70","70","37600","38420"
"In post","2023","Government Property Agency","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Communications","SEO/HEO","25","25","37270","37680"
"In post","2023","HM Courts and Tribunals Service","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Digital, Data and Technology","EO","30","30","27070","25830"
"In post","2023","HM Courts and Tribunals Service","Digital, Data and Technology","G6/G7","90","90","56300","51770"
"In post","2023","HM Courts and Tribunals Service","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","200","200","36780","37680"
"In post","2023","HM Courts and Tribunals Service","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Finance","EO","15","10","26780","25830"
"In post","2023","HM Courts and Tribunals Service","Finance","G6/G7","40","35","59480","58490"
"In post","2023","HM Courts and Tribunals Service","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Finance","SEO/HEO","65","65","38380","37680"
"In post","2023","HM Courts and Tribunals Service","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Human Resources","EO","15","10","26920","25830"
"In post","2023","HM Courts and Tribunals Service","Human Resources","G6/G7","25","25","57870","56080"
"In post","2023","HM Courts and Tribunals Service","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Human Resources","SEO/HEO","30","30","35340","37680"
"In post","2023","HM Courts and Tribunals Service","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Legal","EO","60","55","26430","25830"
"In post","2023","HM Courts and Tribunals Service","Legal","G6/G7","200","190","60530","60340"
"In post","2023","HM Courts and Tribunals Service","Legal","SEO/HEO","865","770","41490","42680"
"In post","2023","HM Courts and Tribunals Service","Legal","Unknown","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Operational Delivery","AA/AO","9410","8215","22210","21780"
"In post","2023","HM Courts and Tribunals Service","Operational Delivery","EO","2640","2495","27070","25830"
"In post","2023","HM Courts and Tribunals Service","Operational Delivery","G6/G7","315","305","57710","55720"
"In post","2023","HM Courts and Tribunals Service","Operational Delivery","SCS level","55","55","85900","79310"
"In post","2023","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","1490","1445","35410","35410"
"In post","2023","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Policy","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Policy","G6/G7","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Project Delivery","G6/G7","15","15","59110","57340"
"In post","2023","HM Courts and Tribunals Service","Project Delivery","SEO/HEO","30","30","37850","37680"
"In post","2023","HM Courts and Tribunals Service","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Property","G6/G7","25","25","55300","51770"
"In post","2023","HM Courts and Tribunals Service","Property","SCS level","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Property","SEO/HEO","60","60","35900","35410"
"In post","2023","HM Courts and Tribunals Service","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Legal","G6/G7","15","15","63880","60350"
"In post","2023","HM Crown Prosecution Service Inspectorate","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Communications","SEO/HEO","20","20","40410","38410"
"In post","2023","HM Land Registry","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","AA/AO","45","45","22710","23390"
"In post","2023","HM Land Registry","Digital, Data and Technology","EO","180","170","30910","32690"
"In post","2023","HM Land Registry","Digital, Data and Technology","G6/G7","55","55","60230","57880"
"In post","2023","HM Land Registry","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","SEO/HEO","415","395","42150","39520"
"In post","2023","HM Land Registry","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","EO","10","10","30240","31680"
"In post","2023","HM Land Registry","Finance","G6/G7","20","20","62080","60180"
"In post","2023","HM Land Registry","Finance","SCS level","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Finance","SEO/HEO","40","35","40700","39520"
"In post","2023","HM Land Registry","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","EO","25","25","28080","28080"
"In post","2023","HM Land Registry","Human Resources","G6/G7","10","10","62750","61280"
"In post","2023","HM Land Registry","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","SEO/HEO","55","50","40870","39520"
"In post","2023","HM Land Registry","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","AA/AO","[c]","[c]","[c]","[c]"
