"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department of Health and Social Care","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","G7","Heterosexual / straight","55","55","54290","54660"
"In post","2023","Analysis","Department of Health and Social Care","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","SEO","Heterosexual / straight","30","30","40790","41480"
"In post","2023","Analysis","Department of Health and Social Care","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Estyn","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","EO","Heterosexual / straight","35","30","30030","28130"
"In post","2023","Analysis","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","G6","Heterosexual / straight","55","55","74920","75630"
"In post","2023","Analysis","HM Revenue and Customs","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","G7","Heterosexual / straight","175","165","60840","59180"
"In post","2023","Analysis","HM Revenue and Customs","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","HEO","Heterosexual / straight","150","145","37070","38050"
"In post","2023","Analysis","HM Revenue and Customs","HEO","LGBO","30","30","36260","35000"
"In post","2023","Analysis","HM Revenue and Customs","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","HEO","Unknown","45","45","37640","39110"
"In post","2023","Analysis","HM Revenue and Customs","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","SEO","Heterosexual / straight","150","140","43830","42510"
"In post","2023","Analysis","HM Revenue and Customs","SEO","LGBO","20","15","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","SEO","Undeclared","20","15","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","SEO","Unknown","50","45","44050","44320"
"In post","2023","Analysis","HM Treasury","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","G7","Heterosexual / straight","50","50","55030","54090"
"In post","2023","Analysis","HM Treasury","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","HM Treasury","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","HEO","Heterosexual / straight","55","55","35140","34120"
"In post","2023","Analysis","HM Treasury","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","HM Treasury","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","AA","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Home Office","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Home Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Home Office","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Home Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","G7","Heterosexual / straight","100","95","60960","61290"
