"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wilton Park","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Active Travel England","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Animal and Plant Health Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Animal and Plant Health Agency","Operational Delivery","270","[c]","26150","24920"
"New entrant CS","2023","Declared non-disabled","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Animal and Plant Health Agency","Science and Engineering","60","[c]","28770","27500"
"New entrant CS","2023","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Animal and Plant Health Agency","Veterinarian","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Building Digital UK","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Building Digital UK","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Building Digital UK","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Building Digital UK","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Building Digital UK","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Building Digital UK","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Building Digital UK","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","55","[c]","50400","51290"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Security","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","205","[c]","32130","28050"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","35","[c]","28270","26190"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Counter Fraud","35","[c]","23700","21610"
"New entrant CS","2023","Declared non-disabled","Companies House","Digital, Data and Technology","40","[c]","38420","37350"
"New entrant CS","2023","Declared non-disabled","Companies House","Finance","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Human Resources","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Operational Delivery","70","[c]","23530","21380"
"New entrant CS","2023","Declared non-disabled","Companies House","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Companies House","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Corporate Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Economics","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Legal","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Project Delivery","70","[c]","44940","34110"
"New entrant CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Commercial Service","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Legal","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","130","[c]","25630","22180"
"New entrant CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Legal","170","[c]","41880","40800"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Operational Delivery","350","[c]","22760","21890"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Commercial","45","[c]","30240","32500"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Finance","30","[c]","28620","26800"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Human Resources","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Operational Delivery","125","[c]","31580","32500"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Other","65","[c]","29670","24750"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Project Delivery","70","[c]","36750","32900"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Science and Engineering","135","[c]","40080","35000"
"New entrant CS","2023","Declared non-disabled","Defence Equipment and Support","Security","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Science and Engineering","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","145","[c]","37270","34050"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","45","[c]","34900","35040"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Policy","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","110","[c]","42760","38100"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","35","[c]","45550","44830"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","305","[c]","39600","35820"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","40","[c]","37620","30320"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Digital, Data and Technology","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","International Trade","230","[c]","41320","40350"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","60","[c]","41820","35380"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","35","[c]","30400","28000"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
