"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Defence","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Defence","Medicine","60","[c]","48900","40590"
"New entrant CS","2023","40-49","No function","Ministry of Defence","Operational Delivery","190","[c]","28930","23560"
"New entrant CS","2023","40-49","No function","Ministry of Defence","Other","80","[c]","28350","22220"
"New entrant CS","2023","40-49","No function","Ministry of Defence","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Defence","Science and Engineering","95","[c]","40770","42540"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Operational Delivery","1925","[c]","26220","24070"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Psychology","15","[c]","33430","28480"
"New entrant CS","2023","40-49","No function","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","National Crime Agency","Operational Delivery","60","[c]","38860","36040"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","115","[c]","64960","72470"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","Operational Delivery","15","[c]","28570","23450"
"New entrant CS","2023","40-49","No function","Office of Gas and Electricity Markets","Policy","15","[c]","52710","54500"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Rail and Road","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Scottish Government","Operational Delivery","80","[c]","26580","24710"
"New entrant CS","2023","40-49","No function","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","UK Statistics Authority","Operational Delivery","60","[c]","25990","21200"
"New entrant CS","2023","40-49","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Competition and Markets Authority","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","15","[c]","42790","45150"
"New entrant CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Education","Project Delivery","25","[c]","49320","51360"
"New entrant CS","2023","40-49","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Transport","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department for Work and Pensions","Project Delivery","10","[c]","46230","39150"
"New entrant CS","2023","40-49","Project Delivery","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department of Health and Social Care","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Department of Health and Social Care","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","HM Revenue and Customs","Project Delivery","25","[c]","41720","41780"
"New entrant CS","2023","40-49","Project Delivery","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Defence","Operational Delivery","20","[c]","34140","32500"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Defence","Project Delivery","115","[c]","41900","40750"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Defence","Science and Engineering","10","[c]","43830","44000"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Ministry of Justice","Project Delivery","10","[c]","38420","37680"
"New entrant CS","2023","40-49","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","10","[c]","47460","39410"
"New entrant CS","2023","40-49","Project Delivery","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","UK Statistics Authority","Project Delivery","10","[c]","38390","37690"
"New entrant CS","2023","40-49","Property","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Cabinet Office","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Cabinet Office","Property","15","[c]","56180","54500"
"New entrant CS","2023","40-49","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Department for Environment, Food and Rural Affairs","Property","10","[c]","52140","49400"
"New entrant CS","2023","40-49","Property","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Department for Work and Pensions","Property","10","[c]","39620","37990"
"New entrant CS","2023","40-49","Property","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","HM Revenue and Customs","Operational Delivery","25","[c]","22930","22520"
"New entrant CS","2023","40-49","Property","HM Revenue and Customs","Property","35","[c]","31090","26020"
"New entrant CS","2023","40-49","Property","Ministry of Defence","Property","55","[c]","35610","33830"
"New entrant CS","2023","40-49","Property","Ministry of Justice","Property","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Scottish Government","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Cabinet Office","Unknown","20","[c]","32390","32640"
"New entrant CS","2023","40-49","Security","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Home Office","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Ministry of Defence","Security","125","[c]","31620","27500"
"New entrant CS","2023","40-49","Security","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Education","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Work and Pensions","Unknown","45","[c]","32110","28120"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","Other","25","[c]","31260","30650"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","Science and Engineering","30","[c]","40300","39890"
"New entrant CS","2023","40-49","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Office of Gas and Electricity Markets","Unknown","10","[c]","40230","39000"
"New entrant CS","2023","40-49","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Scottish Government","Unknown","655","[c]","35300","29100"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Inspector of Education and Training","10","[c]","37280","36590"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department for Education","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Ministry of Justice","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Cabinet Office","Commercial","20","[c]","84120","70930"
"New entrant CS","2023","50-59","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Ministry of Defence","Commercial","30","[c]","36520","33830"
"New entrant CS","2023","50-59","Commercial","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Department for Business, Energy and Industrial Strategy","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Ministry of Defence","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","10","[c]","26480","24260"
"New entrant CS","2023","50-59","Counter Fraud","Department for Transport","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","Department for Work and Pensions","Counter Fraud","50","[c]","27070","25610"
"New entrant CS","2023","50-59","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","Department for Work and Pensions","Other","65","[c]","21660","21690"
"New entrant CS","2023","50-59","Debt","HM Revenue and Customs","Operational Delivery","115","[c]","23090","22520"
"New entrant CS","2023","50-59","Debt","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","15","[c]","45930","41880"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","20","[c]","46520","46830"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
