"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Oxfordshire CC","Female","130","[c]","29040","26100"
"Leaver CS","2023","No function","Operational Delivery","Oxfordshire CC","Male","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Perth and Kinross, and Stirling","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Perth and Kinross, and Stirling","Male","40","[c]","31900","31290"
"Leaver CS","2023","No function","Operational Delivery","Peterborough","Female","55","[c]","25220","22400"
"Leaver CS","2023","No function","Operational Delivery","Peterborough","Male","40","[c]","26300","26480"
"Leaver CS","2023","No function","Operational Delivery","Plymouth","Female","45","[c]","27590","25990"
"Leaver CS","2023","No function","Operational Delivery","Plymouth","Male","35","[c]","33560","26960"
"Leaver CS","2023","No function","Operational Delivery","Portsmouth","Female","120","[c]","23150","21260"
"Leaver CS","2023","No function","Operational Delivery","Portsmouth","Male","75","[c]","28240","25880"
"Leaver CS","2023","No function","Operational Delivery","Powys","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Powys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Redbridge and Waltham Forest","Female","65","[c]","30360","31060"
"Leaver CS","2023","No function","Operational Delivery","Redbridge and Waltham Forest","Male","40","[c]","29180","31010"
"Leaver CS","2023","No function","Operational Delivery","Sandwell","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Sandwell","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Scottish Borders","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Sefton","Female","205","[c]","25320","22400"
"Leaver CS","2023","No function","Operational Delivery","Sefton","Male","110","[c]","29940","25880"
"Leaver CS","2023","No function","Operational Delivery","Sheffield","Female","150","[c]","26840","22400"
"Leaver CS","2023","No function","Operational Delivery","Sheffield","Male","135","[c]","27340","23010"
"Leaver CS","2023","No function","Operational Delivery","Shetland Islands","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Shropshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Shropshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Solihull","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Solihull","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Somerset CC","Female","50","[c]","25580","25920"
"Leaver CS","2023","No function","Operational Delivery","Somerset CC","Male","50","[c]","29060","26630"
"Leaver CS","2023","No function","Operational Delivery","South Ayrshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South Ayrshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South Hampshire","Female","205","[c]","24200","21200"
"Leaver CS","2023","No function","Operational Delivery","South Hampshire","Male","210","[c]","25070","21200"
"Leaver CS","2023","No function","Operational Delivery","South Lanarkshire","Female","95","[c]","27460","27570"
"Leaver CS","2023","No function","Operational Delivery","South Lanarkshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South Nottinghamshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South Nottinghamshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South Teesside","Female","45","[c]","26000","21780"
"Leaver CS","2023","No function","Operational Delivery","South Teesside","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South West Wales","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South West Wales","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South and West Derbyshire","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","South and West Derbyshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Southampton","Female","85","[c]","24440","21690"
"Leaver CS","2023","No function","Operational Delivery","Southampton","Male","40","[c]","31920","26410"
"Leaver CS","2023","No function","Operational Delivery","Southend-on-Sea","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Southend-on-Sea","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Staffordshire CC","Female","155","[c]","27350","27570"
"Leaver CS","2023","No function","Operational Delivery","Staffordshire CC","Male","160","[c]","28390","27480"
"Leaver CS","2023","No function","Operational Delivery","Stoke-on-Trent","Female","145","[c]","24390","21690"
"Leaver CS","2023","No function","Operational Delivery","Stoke-on-Trent","Male","70","[c]","24360","21780"
"Leaver CS","2023","No function","Operational Delivery","Suffolk CC","Female","150","[c]","25730","22430"
"Leaver CS","2023","No function","Operational Delivery","Suffolk CC","Male","135","[c]","28310","26640"
"Leaver CS","2023","No function","Operational Delivery","Sunderland","Female","160","[c]","27090","27060"
"Leaver CS","2023","No function","Operational Delivery","Sunderland","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Swansea","Female","380","[c]","22110","21840"
"Leaver CS","2023","No function","Operational Delivery","Swansea","Male","200","[c]","23390","21840"
"Leaver CS","2023","No function","Operational Delivery","Swindon","Female","40","[c]","24660","25830"
"Leaver CS","2023","No function","Operational Delivery","Swindon","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Telford and Wrekin","Female","50","[c]","24890","23390"
"Leaver CS","2023","No function","Operational Delivery","Telford and Wrekin","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Thurrock","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Thurrock","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Torbay","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Torbay","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Tower Hamlets","Female","55","[c]","33740","31060"
"Leaver CS","2023","No function","Operational Delivery","Tower Hamlets","Male","35","[c]","40360","33390"
"Leaver CS","2023","No function","Operational Delivery","Tyneside","Female","415","[c]","24680","21690"
"Leaver CS","2023","No function","Operational Delivery","Tyneside","Male","265","[c]","25940","21690"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Female","55","[c]","27620","27570"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Wakefield","Female","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Wakefield","Male","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Walsall","Female","45","[c]","23110","21690"
"Leaver CS","2023","No function","Operational Delivery","Walsall","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Wandsworth","Female","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Wandsworth","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Warrington","Female","90","[c]","29920","28480"
"Leaver CS","2023","No function","Operational Delivery","Warrington","Male","90","[c]","39060","38310"
"Leaver CS","2023","No function","Operational Delivery","Warwickshire CC","Female","45","[c]","25470","25880"
"Leaver CS","2023","No function","Operational Delivery","Warwickshire CC","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Cumbria","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Essex","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Essex","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Kent","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Kent","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Lothian","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Lothian","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Northamptonshire","Female","85","[c]","24140","21780"
"Leaver CS","2023","No function","Operational Delivery","West Northamptonshire","Male","70","[c]","24580","23450"
"Leaver CS","2023","No function","Operational Delivery","West Surrey","Female","100","[c]","29480","29290"
"Leaver CS","2023","No function","Operational Delivery","West Surrey","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","West Sussex (North East)","Female","65","[c]","28570","27570"
"Leaver CS","2023","No function","Operational Delivery","West Sussex (North East)","Male","55","[c]","28380","27570"
"Leaver CS","2023","No function","Operational Delivery","West Sussex (South West)","Female","45","[c]","30090","27570"
"Leaver CS","2023","No function","Operational Delivery","West Sussex (South West)","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Westminster","Female","470","[c]","40630","33790"
"Leaver CS","2023","No function","Operational Delivery","Westminster","Male","335","[c]","44150","39110"
"Leaver CS","2023","No function","Operational Delivery","Wiltshire","Female","115","[c]","28820","27570"
"Leaver CS","2023","No function","Operational Delivery","Wiltshire","Male","80","[c]","36860","28360"
"Leaver CS","2023","No function","Operational Delivery","Wirral","Female","75","[c]","25360","21730"
"Leaver CS","2023","No function","Operational Delivery","Wirral","Male","45","[c]","24580","23390"
"Leaver CS","2023","No function","Operational Delivery","Wolverhampton","Female","50","[c]","24950","21780"
"Leaver CS","2023","No function","Operational Delivery","Wolverhampton","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Worcestershire CC","Female","105","[c]","25430","21780"
"Leaver CS","2023","No function","Operational Delivery","Worcestershire CC","Male","105","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","York","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","York","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","Coventry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","Coventry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","35","[c]","32790","26140"
"Leaver CS","2023","No function","Other","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Birmingham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Brent","Female","[c]","[c]","[c]","[c]"
