"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","White","Project Delivery","West Midlands (England)","65","65","36650","34170"
"In post","2023","20-29","White","Project Delivery","Yorkshire and The Humber","85","85","35260","32260"
"In post","2023","20-29","White","Property","East Midlands (England)","35","30","28060","26020"
"In post","2023","20-29","White","Property","East of England","30","30","[c]","[c]"
"In post","2023","20-29","White","Property","London","85","85","37020","35400"
"In post","2023","20-29","White","Property","North East (England)","90","85","26220","22520"
"In post","2023","20-29","White","Property","North West (England)","65","65","30650","28780"
"In post","2023","20-29","White","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Property","Scotland","20","20","[c]","[c]"
"In post","2023","20-29","White","Property","South East (England)","65","65","30190","29400"
"In post","2023","20-29","White","Property","South West (England)","90","85","28200","26020"
"In post","2023","20-29","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Property","Wales","25","25","[c]","[c]"
"In post","2023","20-29","White","Property","West Midlands (England)","50","50","30270","27140"
"In post","2023","20-29","White","Property","Yorkshire and The Humber","60","60","33720","30130"
"In post","2023","20-29","White","Security","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","White","Security","East of England","30","30","28690","27140"
"In post","2023","20-29","White","Security","London","135","135","39150","36620"
"In post","2023","20-29","White","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Security","North West (England)","20","20","[c]","[c]"
"In post","2023","20-29","White","Security","Northern Ireland","10","10","[c]","[c]"
"In post","2023","20-29","White","Security","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","White","Security","Scotland","170","170","27920","26410"
"In post","2023","20-29","White","Security","South East (England)","155","155","29710","29400"
"In post","2023","20-29","White","Security","South West (England)","90","90","28950","27500"
"In post","2023","20-29","White","Security","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","White","Security","Wales","20","20","[c]","[c]"
"In post","2023","20-29","White","Security","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","20-29","White","Security","Yorkshire and The Humber","85","85","27870","27110"
"In post","2023","20-29","White","Unknown","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","White","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Unknown","London","615","615","33370","30130"
"In post","2023","20-29","White","Unknown","North East (England)","25","20","[c]","[c]"
"In post","2023","20-29","White","Unknown","North West (England)","60","60","27900","28840"
"In post","2023","20-29","White","Unknown","Northern Ireland","10","10","[c]","[c]"
"In post","2023","20-29","White","Unknown","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","White","Unknown","Scotland","1725","1705","32310","30440"
"In post","2023","20-29","White","Unknown","South East (England)","145","145","31830","30650"
"In post","2023","20-29","White","Unknown","South West (England)","305","305","30890","30650"
"In post","2023","20-29","White","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","White","Unknown","Wales","480","475","29740","27890"
"In post","2023","20-29","White","Unknown","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","20-29","White","Unknown","Yorkshire and The Humber","70","70","32710","34170"
"In post","2023","30-39","Asian","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","London","155","150","51230","48980"
"In post","2023","30-39","Asian","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","North West (England)","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","South East (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","South West (England)","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","Wales","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Analysis","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","London","65","65","51850","46300"
"In post","2023","30-39","Asian","Commercial","North East (England)","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","North West (England)","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","South West (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Commercial","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","London","45","45","42790","41480"
"In post","2023","30-39","Asian","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","East of England","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","London","130","130","37430","32540"
"In post","2023","30-39","Asian","Counter Fraud","North East (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","North West (England)","55","55","33910","28130"
"In post","2023","30-39","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","Scotland","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","South East (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Counter Fraud","West Midlands (England)","75","70","32380","31150"
"In post","2023","30-39","Asian","Counter Fraud","Yorkshire and The Humber","45","40","30600","28130"
"In post","2023","30-39","Asian","Debt","East Midlands (England)","20","15","[c]","[c]"
"In post","2023","30-39","Asian","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Debt","London","20","20","[c]","[c]"
"In post","2023","30-39","Asian","Debt","North East (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Debt","North West (England)","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Debt","Scotland","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Debt","Wales","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Debt","West Midlands (England)","80","70","22990","22520"
"In post","2023","30-39","Asian","Debt","Yorkshire and The Humber","90","80","23430","22520"
"In post","2023","30-39","Asian","Digital, Data & Technology","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","East of England","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","London","255","250","50060","47320"
"In post","2023","30-39","Asian","Digital, Data & Technology","North East (England)","35","35","41790","40450"
"In post","2023","30-39","Asian","Digital, Data & Technology","North West (England)","75","75","39410","37880"
"In post","2023","30-39","Asian","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","Scotland","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","South East (England)","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","South West (England)","35","35","38370","37590"
"In post","2023","30-39","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","Wales","20","20","[c]","[c]"
"In post","2023","30-39","Asian","Digital, Data & Technology","West Midlands (England)","80","80","39730","37680"
"In post","2023","30-39","Asian","Digital, Data & Technology","Yorkshire and The Humber","65","65","41900","39500"
"In post","2023","30-39","Asian","Finance","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Finance","East of England","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Finance","London","145","140","48060","44830"
"In post","2023","30-39","Asian","Finance","North East (England)","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Finance","North West (England)","30","30","37780","34170"
"In post","2023","30-39","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Finance","South East (England)","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Finance","South West (England)","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Finance","Wales","[c]","[c]","[c]","[c]"
