"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Property","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","HEO","45","[c]","31070","28840"
"New entrant CS","2023","Declared disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","AA","55","[c]","22200","22180"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","AO","50","[c]","22420","22520"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","EO","95","[c]","28770","29100"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","HEO","65","[c]","33760","33520"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Outside London","AO","25","[c]","[c]","[c]"
