"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Communications","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Communications","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","Communications","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Communications","25","25","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","Communications","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","Communications","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Communications","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Land Registry","Communications","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Revenue and Customs","Communications","25","25","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Defence","Communications","50","50","37310","34300"
"In post","2023","Declared disabled","Communications","Ministry of Justice","Communications","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Gas and Electricity Markets","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Statistics Authority","Communications","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Attorney General's Departments","Counter Fraud","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Counter Fraud","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","40","35","35800","34400"
"In post","2023","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Work and Pensions","Counter Fraud","1185","1055","29110","28120"
"In post","2023","Declared disabled","Counter Fraud","Department for Work and Pensions","Operational Delivery","90","80","31420","29700"
"In post","2023","Declared disabled","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","HM Land Registry","Counter Fraud","[c]","[c]","[c]","[c]"
