"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","No function","Intelligence Analysis","35","[c]","29820","27110"
"New entrant CS","2023","30-39","No function","International Trade","70","[c]","37200","36660"
"New entrant CS","2023","30-39","No function","Knowledge and Information Management","20","[c]","31420","29840"
"New entrant CS","2023","30-39","No function","Medicine","105","[c]","49600","40590"
"New entrant CS","2023","30-39","No function","Operational Delivery","7065","[c]","26430","25020"
"New entrant CS","2023","30-39","No function","Operational Research","25","[c]","25150","22520"
"New entrant CS","2023","30-39","No function","Other","165","[c]","29010","25750"
"New entrant CS","2023","30-39","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Planning Inspectors","20","[c]","45530","43740"
"New entrant CS","2023","30-39","No function","Policy","460","[c]","41780","39000"
"New entrant CS","2023","30-39","No function","Project Delivery","20","[c]","40200","36090"
"New entrant CS","2023","30-39","No function","Psychology","30","[c]","31980","28480"
"New entrant CS","2023","30-39","No function","Science and Engineering","175","[c]","36170","33830"
"New entrant CS","2023","30-39","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","No function","Tax","90","[c]","35380","34400"
"New entrant CS","2023","30-39","No function","Unknown","145","[c]","35120","30720"
"New entrant CS","2023","30-39","No function","Veterinarian","10","[c]","37240","37300"
"New entrant CS","2023","30-39","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Operational Delivery","35","[c]","34610","31920"
"New entrant CS","2023","30-39","Project Delivery","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Policy","10","[c]","44590","41780"
"New entrant CS","2023","30-39","Project Delivery","Project Delivery","330","[c]","40680","38100"
"New entrant CS","2023","30-39","Project Delivery","Science and Engineering","35","[c]","42310","41190"
"New entrant CS","2023","30-39","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Operational Delivery","40","[c]","23370","22520"
"New entrant CS","2023","30-39","Property","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","Property","120","[c]","33720","32370"
"New entrant CS","2023","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","Security","175","[c]","29970","27500"
"New entrant CS","2023","30-39","Security","Unknown","40","[c]","27890","24330"
"New entrant CS","2023","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Legal","10","[c]","51680","53440"
"New entrant CS","2023","30-39","Unknown","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Operational Delivery","20","[c]","35150","33470"
"New entrant CS","2023","30-39","Unknown","Other","40","[c]","31950","30650"
"New entrant CS","2023","30-39","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Policy","25","[c]","42280","39850"
"New entrant CS","2023","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Science and Engineering","45","[c]","34910","31820"
"New entrant CS","2023","30-39","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Unknown","1080","[c]","32670","29100"
"New entrant CS","2023","40-49","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","Other","15","[c]","40310","37730"
"New entrant CS","2023","40-49","Analysis","Science and Engineering","15","[c]","31570","30650"
"New entrant CS","2023","40-49","Analysis","Social Research","20","[c]","43220","39300"
"New entrant CS","2023","40-49","Analysis","Statistics","25","[c]","40230","34730"
"New entrant CS","2023","40-49","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Commercial","120","[c]","45540","37300"
"New entrant CS","2023","40-49","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Operational Delivery","10","[c]","41700","37000"
"New entrant CS","2023","40-49","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Unknown","10","[c]","73980","68000"
"New entrant CS","2023","40-49","Communications","Communications","85","[c]","44870","41510"
"New entrant CS","2023","40-49","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","Counter Fraud","100","[c]","28360","26620"
"New entrant CS","2023","40-49","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","Operational Delivery","15","[c]","30720","32260"
"New entrant CS","2023","40-49","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Debt","Operational Delivery","165","[c]","23120","22520"
"New entrant CS","2023","40-49","Debt","Other","70","[c]","21720","21690"
"New entrant CS","2023","40-49","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Digital, Data and Technology","595","[c]","46250","41870"
"New entrant CS","2023","40-49","Digital, Data & Technology","Knowledge and Information Management","10","[c]","33270","31180"
"New entrant CS","2023","40-49","Digital, Data & Technology","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","Unknown","40","[c]","48770","44930"
"New entrant CS","2023","40-49","Finance","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Finance","130","[c]","40150","35300"
"New entrant CS","2023","40-49","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","Operational Delivery","85","[c]","22830","22150"
"New entrant CS","2023","40-49","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Human Resources","235","[c]","36690","33830"
"New entrant CS","2023","40-49","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Internal Audit","15","[c]","47400","44820"
"New entrant CS","2023","40-49","Legal","Legal","145","[c]","48810","50460"
"New entrant CS","2023","40-49","Legal","Operational Delivery","65","[c]","23280","22520"
"New entrant CS","2023","40-49","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Digital, Data and Technology","10","[c]","67060","59000"
"New entrant CS","2023","40-49","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Inspector of Education and Training","115","[c]","64960","72470"
"New entrant CS","2023","40-49","No function","Intelligence Analysis","20","[c]","30990","28420"
"New entrant CS","2023","40-49","No function","International Trade","80","[c]","42370","42480"
"New entrant CS","2023","40-49","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Medicine","80","[c]","53760","40590"
"New entrant CS","2023","40-49","No function","Operational Delivery","4620","[c]","26990","25160"
"New entrant CS","2023","40-49","No function","Operational Research","10","[c]","26850","22520"
"New entrant CS","2023","40-49","No function","Other","120","[c]","31710","26180"
"New entrant CS","2023","40-49","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Planning Inspectors","30","[c]","46560","43740"
"New entrant CS","2023","40-49","No function","Policy","175","[c]","49070","40680"
"New entrant CS","2023","40-49","No function","Project Delivery","20","[c]","44750","39000"
"New entrant CS","2023","40-49","No function","Psychology","15","[c]","33290","28480"
"New entrant CS","2023","40-49","No function","Science and Engineering","140","[c]","40700","41000"
"New entrant CS","2023","40-49","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Tax","40","[c]","35250","34400"
"New entrant CS","2023","40-49","No function","Unknown","85","[c]","37630","32450"
"New entrant CS","2023","40-49","No function","Veterinarian","10","[c]","36660","37300"
"New entrant CS","2023","40-49","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Operational Delivery","35","[c]","38420","32500"
"New entrant CS","2023","40-49","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","Project Delivery","260","[c]","43870","41000"
"New entrant CS","2023","40-49","Project Delivery","Science and Engineering","20","[c]","46300","43700"
"New entrant CS","2023","40-49","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Operational Delivery","30","[c]","27890","22520"
"New entrant CS","2023","40-49","Property","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","Property","145","[c]","39400","34950"
