"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","UK Space Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Space Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","SEO/HEO","25","[c]","36930","34060"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","AA/AO","40","[c]","21340","21200"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","EO","20","[c]","24620","24840"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","G6/G7","30","[c]","54170","51460"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","SEO/HEO","110","[c]","33890","31560"
"Leaver Dept.","2023","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Outside London","AA/AO","40","[c]","22400","22520"
"Leaver Dept.","2023","Valuation Office Agency","Outside London","EO","20","[c]","26350","26020"
"Leaver Dept.","2023","Valuation Office Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Outside London","SEO/HEO","15","[c]","37560","34000"
"Leaver Dept.","2023","Vehicle Certification Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Outside London","EO","15","[c]","27230","26820"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Outside London","G6/G7","15","[c]","61530","61440"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Outside London","SEO/HEO","30","[c]","40270","38160"
"Leaver Dept.","2023","Welsh Revenue Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","Outside London","AA/AO","15","[c]","22180","22180"
"New entrant CS","2023","Accountant in Bankruptcy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Outside London","SEO/HEO","15","[c]","38750","39430"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","EO","30","[c]","24880","25160"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","10","[c]","33310","32110"
"New entrant CS","2023","Animal and Plant Health Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Outside London","AA/AO","310","[c]","22920","22150"
"New entrant CS","2023","Animal and Plant Health Agency","Outside London","EO","125","[c]","26890","25920"
"New entrant CS","2023","Animal and Plant Health Agency","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Outside London","SEO/HEO","90","[c]","36200","37300"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","London","SEO/HEO","15","[c]","36680","35040"
"New entrant CS","2023","Building Digital UK","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Outside London","SEO/HEO","15","[c]","33590","31880"
"New entrant CS","2023","Cabinet Office (excl. agencies)","London","AA/AO","65","[c]","21240","18300"
"New entrant CS","2023","Cabinet Office (excl. agencies)","London","EO","45","[c]","27960","28050"
"New entrant CS","2023","Cabinet Office (excl. agencies)","London","G6/G7","50","[c]","56910","56430"
"New entrant CS","2023","Cabinet Office (excl. agencies)","London","SCS level","20","[c]","114720","110000"
"New entrant CS","2023","Cabinet Office (excl. agencies)","London","SEO/HEO","70","[c]","37200","35650"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Outside London","AA/AO","70","[c]","21330","21720"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Outside London","EO","55","[c]","24400","24330"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Outside London","G6/G7","50","[c]","53280","51290"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","95","[c]","34710","33020"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","EO","25","[c]","24340","24330"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","London","SEO/HEO","345","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Outside London","SEO/HEO","145","[c]","28900","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","10","[c]","22100","22150"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","20","[c]","25930","25970"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","25","[c]","32370","30820"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Outside London","EO","30","[c]","25300","25300"
"New entrant CS","2023","Charity Commission","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Outside London","SEO/HEO","30","[c]","32850","30170"
"New entrant CS","2023","Companies House","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","Outside London","AA/AO","135","[c]","21490","21380"
"New entrant CS","2023","Companies House","Outside London","EO","60","[c]","29350","25610"
"New entrant CS","2023","Companies House","Outside London","G6/G7","20","[c]","58810","57220"
"New entrant CS","2023","Companies House","Outside London","SEO/HEO","105","[c]","39730","40680"
"New entrant CS","2023","Competition and Markets Authority","London","AA/AO","20","[c]","23140","23200"
"New entrant CS","2023","Competition and Markets Authority","London","EO","15","[c]","27720","27550"
"New entrant CS","2023","Competition and Markets Authority","London","G6/G7","40","[c]","64290","60600"
"New entrant CS","2023","Competition and Markets Authority","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","London","SEO/HEO","45","[c]","37320","34110"
"New entrant CS","2023","Competition and Markets Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Outside London","G6/G7","10","[c]","61100","57340"
"New entrant CS","2023","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Outside London","SEO/HEO","15","[c]","37710","34110"
"New entrant CS","2023","Criminal Injuries Compensation Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Outside London","AA/AO","30","[c]","21780","21780"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Outside London","SEO/HEO","30","[c]","34730","32320"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","115","[c]","22200","22180"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Outside London","EO","30","[c]","28880","28700"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","30","[c]","52890","52360"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","30","[c]","35610","33120"
"New entrant CS","2023","Crown Prosecution Service","London","AA/AO","105","[c]","22680","21890"
"New entrant CS","2023","Crown Prosecution Service","London","EO","20","[c]","28200","28200"
"New entrant CS","2023","Crown Prosecution Service","London","G6/G7","30","[c]","56190","54100"
"New entrant CS","2023","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","London","SEO/HEO","45","[c]","37930","40800"
"New entrant CS","2023","Crown Prosecution Service","Outside London","AA/AO","370","[c]","21450","20980"
"New entrant CS","2023","Crown Prosecution Service","Outside London","EO","90","[c]","27170","26900"
"New entrant CS","2023","Crown Prosecution Service","Outside London","G6/G7","80","[c]","50970","49050"
"New entrant CS","2023","Crown Prosecution Service","Outside London","SEO/HEO","140","[c]","38010","38760"
"New entrant CS","2023","Defence Electronics and Components Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Outside London","AA/AO","460","[c]","21830","20750"
"New entrant CS","2023","Defence Equipment and Support","Outside London","EO","95","[c]","27070","26550"
"New entrant CS","2023","Defence Equipment and Support","Outside London","G6/G7","70","[c]","59140","55500"
"New entrant CS","2023","Defence Equipment and Support","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Outside London","SEO/HEO","620","[c]","37490","35000"
"New entrant CS","2023","Defence Equipment and Support","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Outside London","AA/AO","120","[c]","20230","19430"
"New entrant CS","2023","Defence Science and Technology Laboratory","Outside London","EO","90","[c]","24480","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","Outside London","G6/G7","130","[c]","51130","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","Outside London","SEO/HEO","450","[c]","31440","30650"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","20","[c]","25120","25900"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","55","[c]","28750","28510"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","20","[c]","57620","56420"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","140","[c]","37950","37470"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","40","[c]","25320","25310"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","25","[c]","53510","50490"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","130","[c]","34310","31120"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","30","[c]","27260","27230"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6/G7","15","[c]","55870","52760"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SEO/HEO","70","[c]","36260","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","EO","10","[c]","24690","24780"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","SEO/HEO","15","[c]","32510","31880"
"New entrant CS","2023","Department for Education (excl. agencies)","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","London","EO","45","[c]","27140","29530"
"New entrant CS","2023","Department for Education (excl. agencies)","London","G6/G7","10","[c]","58390","55020"
"New entrant CS","2023","Department for Education (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","London","SEO/HEO","45","[c]","34970","34030"
"New entrant CS","2023","Department for Education (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Outside London","EO","85","[c]","24950","25900"
"New entrant CS","2023","Department for Education (excl. agencies)","Outside London","G6/G7","55","[c]","55410","51360"
"New entrant CS","2023","Department for Education (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Outside London","SEO/HEO","145","[c]","34690","37590"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","90","[c]","28370","29080"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","100","[c]","56880","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","205","[c]","36220","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","25","[c]","21130","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","80","[c]","25710","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","150","[c]","52540","49400"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","270","[c]","34060","32560"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","London","EO","110","[c]","26930","29280"
"New entrant CS","2023","Department for International Trade","London","G6/G7","45","[c]","60070","60130"
"New entrant CS","2023","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","London","SEO/HEO","190","[c]","37110","35010"
"New entrant CS","2023","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Outside London","EO","60","[c]","25700","25660"
"New entrant CS","2023","Department for International Trade","Outside London","G6/G7","80","[c]","56160","54670"
"New entrant CS","2023","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Outside London","SEO/HEO","285","[c]","39180","39690"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","15","[c]","24850","26870"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","15","[c]","28670","28850"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","20","[c]","56430","54630"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","90","[c]","35230","34310"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","25","[c]","19930","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","20","[c]","52680","49700"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","40","[c]","33490","31290"
"New entrant CS","2023","Department for Transport (excl. agencies)","London","AA/AO","25","[c]","32420","34390"
"New entrant CS","2023","Department for Transport (excl. agencies)","London","EO","40","[c]","30910","30720"
"New entrant CS","2023","Department for Transport (excl. agencies)","London","G6/G7","25","[c]","59850","55740"
"New entrant CS","2023","Department for Transport (excl. agencies)","London","SEO/HEO","125","[c]","36890","35400"
"New entrant CS","2023","Department for Transport (excl. agencies)","Outside London","AA/AO","15","[c]","22720","22500"
"New entrant CS","2023","Department for Transport (excl. agencies)","Outside London","EO","20","[c]","26930","26780"
"New entrant CS","2023","Department for Transport (excl. agencies)","Outside London","G6/G7","15","[c]","60050","54570"
"New entrant CS","2023","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Outside London","SEO/HEO","50","[c]","34840","31660"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","London","AA/AO","40","[c]","25610","25610"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","London","EO","50","[c]","28090","32520"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","London","G6/G7","25","[c]","64330","59750"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","125","[c]","40230","39150"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","1700","[c]","21830","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Outside London","EO","835","[c]","28080","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","160","[c]","57490","56110"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","415","[c]","36120","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","15","[c]","21980","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","London","EO","60","[c]","28710","28770"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","London","G6/G7","25","[c]","55220","54690"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","85","[c]","36020","34190"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Outside London","EO","30","[c]","25410","25190"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","15","[c]","52480","50830"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","45","[c]","33840","31040"
"New entrant CS","2023","Disclosure Scotland","Outside London","AA/AO","20","[c]","22630","22180"
"New entrant CS","2023","Disclosure Scotland","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Outside London","AA/AO","575","[c]","21630","22500"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Outside London","EO","35","[c]","26810","26780"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","30","[c]","37020","34850"
"New entrant CS","2023","Driver and Vehicle Standards Agency","London","AA/AO","10","[c]","29520","30830"
"New entrant CS","2023","Driver and Vehicle Standards Agency","London","EO","30","[c]","30910","30780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Outside London","AA/AO","230","[c]","25380","27490"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Outside London","EO","305","[c]","26830","26780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","20","[c]","32960","31510"
"New entrant CS","2023","Education Scotland","Outside London","AA/AO","15","[c]","22960","22180"
