"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Central Scotland","Glasgow City","Outside London","10","[c]","29400","25160"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Midlands","Birmingham","Outside London","40","[c]","34510","29010"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Swansea","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Yorkshire","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Yorkshire","Leeds","Outside London","10","[c]","32900","26450"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Inner London - West","Westminster","London","240","[c]","45170","39620"
"Leaver CS","2023","Department for Education","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Derbyshire and Nottinghamshire","Nottingham","Outside London","25","[c]","34420","37590"
"Leaver CS","2023","Department for Education","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Anglia","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Anglia","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","20","[c]","41470","37590"
"Leaver CS","2023","Department for Education","Greater Manchester","Manchester","Outside London","90","[c]","41090","37590"
"Leaver CS","2023","Department for Education","Hampshire and Isle of Wight","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Inner London - East","Lambeth","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Inner London - West","Westminster","London","165","[c]","47120","42200"
"Leaver CS","2023","Department for Education","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Kent","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Northumberland, and Tyne and Wear","Tyneside","Outside London","15","[c]","42710","37590"
"Leaver CS","2023","Department for Education","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Outer London - West and North West","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Shropshire and Staffordshire","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","South Yorkshire","Sheffield","Outside London","65","[c]","41200","37710"
"Leaver CS","2023","Department for Education","Tees Valley and Durham","Darlington","Outside London","45","[c]","38530","35530"
"Leaver CS","2023","Department for Education","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","West Midlands","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","West Midlands","Coventry","Outside London","95","[c]","42360","38610"
"Leaver CS","2023","Department for Education","West Yorkshire","Leeds","Outside London","10","[c]","41860","38170"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cheshire","Cheshire East","Outside London","15","[c]","28070","25920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cheshire","Warrington","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cumbria","East Cumbria","Outside London","40","[c]","26550","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cumbria","West Cumbria","Outside London","45","[c]","22970","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Nottingham","Outside London","15","[c]","24510","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Devon","Devon CC","Outside London","50","[c]","25430","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Dorset","Outside London","10","[c]","34480","30570"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Somerset CC","Outside London","15","[c]","32600","26850"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Cambridgeshire CC","Outside London","10","[c]","27020","25920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","Outside London","45","[c]","32660","29750"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Essex","Heart of Essex","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","95","[c]","21840","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Central Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","35","[c]","25690","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","London","285","[c]","31110","25630"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Kent","East Kent","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","Outside London","15","[c]","27440","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","Lincolnshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","North Yorkshire CC","Outside London","25","[c]","29390","26030"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","Outside London","60","[c]","24670","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","Outside London","35","[c]","26390","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
