"Status","Year","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Ministry of Justice","Cheshire West and Chester","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Chorley and West Lancashire","Female","125","[c]","26240","24400"
"New entrant CS","2023","Ministry of Justice","Chorley and West Lancashire","Male","110","[c]","28060","28880"
"New entrant CS","2023","Ministry of Justice","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Conwy and Denbighshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Conwy and Denbighshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Cornwall and Isles of Scilly","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Cornwall and Isles of Scilly","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Coventry","Female","35","[c]","22620","23640"
"New entrant CS","2023","Ministry of Justice","Coventry","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Croydon","Female","65","[c]","28080","26760"
"New entrant CS","2023","Ministry of Justice","Croydon","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Darlington","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Darlington","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Derby","Female","70","[c]","22640","23640"
"New entrant CS","2023","Ministry of Justice","Derby","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Devon CC","Female","105","[c]","25970","24070"
"New entrant CS","2023","Ministry of Justice","Devon CC","Male","105","[c]","27920","28880"
"New entrant CS","2023","Ministry of Justice","Dorset","Female","75","[c]","25860","24070"
"New entrant CS","2023","Ministry of Justice","Dorset","Male","80","[c]","27200","28880"
"New entrant CS","2023","Ministry of Justice","Dudley","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Dudley","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Durham","Female","215","[c]","26750","28880"
"New entrant CS","2023","Ministry of Justice","Durham","Male","220","[c]","28340","28880"
"New entrant CS","2023","Ministry of Justice","Ealing","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Ealing","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Cumbria","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Cumbria","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Kent","Female","35","[c]","22760","23640"
"New entrant CS","2023","Ministry of Justice","East Kent","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Lancashire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Lancashire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Merseyside","Female","50","[c]","23950","23640"
"New entrant CS","2023","Ministry of Justice","East Merseyside","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","East Riding of Yorkshire","Female","85","[c]","26390","24950"
"New entrant CS","2023","Ministry of Justice","East Riding of Yorkshire","Male","100","[c]","28060","28880"
"New entrant CS","2023","Ministry of Justice","East Surrey","Female","65","[c]","30080","31310"
"New entrant CS","2023","Ministry of Justice","East Surrey","Male","60","[c]","32230","34110"
"New entrant CS","2023","Ministry of Justice","East Sussex CC","Female","70","[c]","25950","25050"
"New entrant CS","2023","Ministry of Justice","East Sussex CC","Male","65","[c]","26300","28880"
"New entrant CS","2023","Ministry of Justice","Enfield","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Enfield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Essex Haven Gateway","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Essex Haven Gateway","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Essex Thames Gateway","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Essex Thames Gateway","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Flintshire and Wrexham","Female","105","[c]","25680","24070"
"New entrant CS","2023","Ministry of Justice","Flintshire and Wrexham","Male","90","[c]","27320","28880"
"New entrant CS","2023","Ministry of Justice","Glasgow City","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Glasgow City","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Gloucestershire CC","Female","35","[c]","24570","23640"
"New entrant CS","2023","Ministry of Justice","Gloucestershire CC","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Greater Manchester North East","Female","65","[c]","24230","23640"
"New entrant CS","2023","Ministry of Justice","Greater Manchester North East","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Greater Manchester North West","Female","65","[c]","25720","23850"
"New entrant CS","2023","Ministry of Justice","Greater Manchester North West","Male","65","[c]","27580","28880"
"New entrant CS","2023","Ministry of Justice","Greater Manchester South East","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Greater Manchester South East","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Greater Manchester South West","Female","80","[c]","22880","23640"
"New entrant CS","2023","Ministry of Justice","Greater Manchester South West","Male","45","[c]","24290","23640"
"New entrant CS","2023","Ministry of Justice","Gwent Valleys","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Gwynedd","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Gwynedd","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Hackney and Newham","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Hackney and Newham","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Haringey and Islington","Female","95","[c]","30370","29660"
"New entrant CS","2023","Ministry of Justice","Haringey and Islington","Male","70","[c]","31830","33800"
"New entrant CS","2023","Ministry of Justice","Harrow and Hillingdon","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Harrow and Hillingdon","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Hartlepool and Stockton-on-Tees","Female","100","[c]","25050","23640"
"New entrant CS","2023","Ministry of Justice","Hartlepool and Stockton-on-Tees","Male","65","[c]","26940","28880"
"New entrant CS","2023","Ministry of Justice","Heart of Essex","Female","95","[c]","25030","23430"
"New entrant CS","2023","Ministry of Justice","Heart of Essex","Male","60","[c]","27140","28880"
"New entrant CS","2023","Ministry of Justice","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Hertfordshire CC","Female","85","[c]","25460","24570"
"New entrant CS","2023","Ministry of Justice","Hertfordshire CC","Male","55","[c]","28260","30880"
"New entrant CS","2023","Ministry of Justice","Hounslow and Richmond upon Thames","Female","105","[c]","30970","34110"
"New entrant CS","2023","Ministry of Justice","Hounslow and Richmond upon Thames","Male","90","[c]","32430","34110"
"New entrant CS","2023","Ministry of Justice","Isle of Wight","Female","35","[c]","24720","23230"
"New entrant CS","2023","Ministry of Justice","Isle of Wight","Male","55","[c]","26580","24070"
"New entrant CS","2023","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Female","50","[c]","30070","28400"
"New entrant CS","2023","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Male","55","[c]","31890","33800"
"New entrant CS","2023","Ministry of Justice","Kent Thames Gateway","Female","90","[c]","25780","24070"
"New entrant CS","2023","Ministry of Justice","Kent Thames Gateway","Male","75","[c]","28570","30880"
"New entrant CS","2023","Ministry of Justice","Kingston upon Hull, City of","Female","90","[c]","24960","23640"
"New entrant CS","2023","Ministry of Justice","Kingston upon Hull, City of","Male","65","[c]","27520","28880"
"New entrant CS","2023","Ministry of Justice","Lambeth","Female","45","[c]","30580","28400"
"New entrant CS","2023","Ministry of Justice","Lambeth","Male","40","[c]","32010","33800"
"New entrant CS","2023","Ministry of Justice","Lancaster and Wyre","Female","55","[c]","25870","24070"
"New entrant CS","2023","Ministry of Justice","Lancaster and Wyre","Male","40","[c]","26980","28880"
"New entrant CS","2023","Ministry of Justice","Leeds","Female","325","[c]","26760","25830"
"New entrant CS","2023","Ministry of Justice","Leeds","Male","220","[c]","28010","28880"
"New entrant CS","2023","Ministry of Justice","Leicester","Female","120","[c]","23830","23640"
"New entrant CS","2023","Ministry of Justice","Leicester","Male","80","[c]","24410","23640"
"New entrant CS","2023","Ministry of Justice","Leicestershire CC and Rutland","Female","115","[c]","23530","21780"
"New entrant CS","2023","Ministry of Justice","Leicestershire CC and Rutland","Male","105","[c]","26180","27150"
"New entrant CS","2023","Ministry of Justice","Lewisham and Southwark","Female","75","[c]","26430","25480"
"New entrant CS","2023","Ministry of Justice","Lewisham and Southwark","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Lincolnshire CC","Female","130","[c]","24940","23640"
"New entrant CS","2023","Ministry of Justice","Lincolnshire CC","Male","110","[c]","26920","28880"
"New entrant CS","2023","Ministry of Justice","Liverpool","Female","125","[c]","24350","23640"
"New entrant CS","2023","Ministry of Justice","Liverpool","Male","80","[c]","27180","25830"
"New entrant CS","2023","Ministry of Justice","Luton","Female","35","[c]","22290","21780"
"New entrant CS","2023","Ministry of Justice","Luton","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Manchester","Female","200","[c]","24890","23640"
"New entrant CS","2023","Ministry of Justice","Manchester","Male","110","[c]","26830","25830"
"New entrant CS","2023","Ministry of Justice","Medway","Female","90","[c]","27500","28880"
"New entrant CS","2023","Ministry of Justice","Medway","Male","80","[c]","27960","28880"
"New entrant CS","2023","Ministry of Justice","Merton, Kingston upon Thames and Sutton","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Merton, Kingston upon Thames and Sutton","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Mid Kent","Female","70","[c]","24910","24070"
"New entrant CS","2023","Ministry of Justice","Mid Kent","Male","60","[c]","27360","28880"
"New entrant CS","2023","Ministry of Justice","Mid Lancashire","Female","90","[c]","24510","23640"
"New entrant CS","2023","Ministry of Justice","Mid Lancashire","Male","55","[c]","26000","23640"
"New entrant CS","2023","Ministry of Justice","Milton Keynes","Female","55","[c]","26740","24070"
"New entrant CS","2023","Ministry of Justice","Milton Keynes","Male","45","[c]","29620","32380"
"New entrant CS","2023","Ministry of Justice","Monmouthshire and Newport","Female","90","[c]","24430","21780"
"New entrant CS","2023","Ministry of Justice","Monmouthshire and Newport","Male","40","[c]","25070","23640"
"New entrant CS","2023","Ministry of Justice","North Hampshire","Female","30","[c]","22220","21780"
"New entrant CS","2023","Ministry of Justice","North Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North Northamptonshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North Northamptonshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North Nottinghamshire","Female","80","[c]","25100","23640"
"New entrant CS","2023","Ministry of Justice","North Nottinghamshire","Male","65","[c]","27160","28880"
"New entrant CS","2023","Ministry of Justice","North Yorkshire CC","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North Yorkshire CC","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North and North East Lincolnshire","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North and North East Lincolnshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North and West Norfolk","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","North and West Norfolk","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Northumberland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Northumberland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Norwich and East Norfolk","Female","85","[c]","23020","23230"
"New entrant CS","2023","Ministry of Justice","Norwich and East Norfolk","Male","90","[c]","26900","28880"
"New entrant CS","2023","Ministry of Justice","Nottingham","Female","195","[c]","24950","23640"
"New entrant CS","2023","Ministry of Justice","Nottingham","Male","120","[c]","27020","24070"
"New entrant CS","2023","Ministry of Justice","Oxfordshire CC","Female","70","[c]","25260","23640"
"New entrant CS","2023","Ministry of Justice","Oxfordshire CC","Male","80","[c]","28470","30880"
"New entrant CS","2023","Ministry of Justice","Peterborough","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Peterborough","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Plymouth","Female","35","[c]","23490","23640"
"New entrant CS","2023","Ministry of Justice","Plymouth","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Portsmouth","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Portsmouth","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Powys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Powys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Redbridge and Waltham Forest","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Redbridge and Waltham Forest","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Sandwell","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Sandwell","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Sefton","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Sefton","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Sheffield","Female","60","[c]","26500","23640"
"New entrant CS","2023","Ministry of Justice","Sheffield","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Shropshire","Female","35","[c]","25450","23640"
"New entrant CS","2023","Ministry of Justice","Shropshire","Male","40","[c]","28250","28880"
"New entrant CS","2023","Ministry of Justice","Somerset CC","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Somerset CC","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South Hampshire","Female","45","[c]","20990","19090"
"New entrant CS","2023","Ministry of Justice","South Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South Nottinghamshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South Nottinghamshire","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South Teesside","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South Teesside","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South West Wales","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South West Wales","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","South and West Derbyshire","Female","50","[c]","25750","24070"
"New entrant CS","2023","Ministry of Justice","South and West Derbyshire","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Southampton","Female","40","[c]","23680","21780"
"New entrant CS","2023","Ministry of Justice","Southampton","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Southend-on-Sea","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Southend-on-Sea","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Staffordshire CC","Female","195","[c]","26790","28480"
"New entrant CS","2023","Ministry of Justice","Staffordshire CC","Male","160","[c]","28280","28880"
"New entrant CS","2023","Ministry of Justice","Stoke-on-Trent","Female","60","[c]","22190","21780"
"New entrant CS","2023","Ministry of Justice","Stoke-on-Trent","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Suffolk CC","Female","165","[c]","25130","23850"
"New entrant CS","2023","Ministry of Justice","Suffolk CC","Male","120","[c]","27210","26450"
"New entrant CS","2023","Ministry of Justice","Sunderland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Sunderland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Swansea","Female","50","[c]","24690","23640"
"New entrant CS","2023","Ministry of Justice","Swansea","Male","40","[c]","26460","28880"
"New entrant CS","2023","Ministry of Justice","Swindon","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Swindon","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Telford and Wrekin","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Torbay","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Torbay","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Tower Hamlets","Female","85","[c]","34870","35410"
"New entrant CS","2023","Ministry of Justice","Tower Hamlets","Male","80","[c]","39160","35410"
"New entrant CS","2023","Ministry of Justice","Tyneside","Female","100","[c]","24220","23640"
"New entrant CS","2023","Ministry of Justice","Tyneside","Male","50","[c]","26290","23640"
"New entrant CS","2023","Ministry of Justice","Unknown","Female","35","[c]","24610","24070"
"New entrant CS","2023","Ministry of Justice","Unknown","Male","40","[c]","27630","28880"
"New entrant CS","2023","Ministry of Justice","Wakefield","Female","135","[c]","26850","28880"
"New entrant CS","2023","Ministry of Justice","Wakefield","Male","95","[c]","27050","28880"
"New entrant CS","2023","Ministry of Justice","Walsall","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Walsall","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Wandsworth","Female","80","[c]","31110","33800"
"New entrant CS","2023","Ministry of Justice","Wandsworth","Male","65","[c]","32380","33800"
"New entrant CS","2023","Ministry of Justice","Warrington","Female","75","[c]","26800","25450"
"New entrant CS","2023","Ministry of Justice","Warrington","Male","60","[c]","27770","28880"
"New entrant CS","2023","Ministry of Justice","Warwickshire CC","Female","35","[c]","23240","23640"
"New entrant CS","2023","Ministry of Justice","Warwickshire CC","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Cumbria","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Cumbria","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Essex","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Kent","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Northamptonshire","Female","115","[c]","23510","21780"
"New entrant CS","2023","Ministry of Justice","West Northamptonshire","Male","65","[c]","25280","23230"
"New entrant CS","2023","Ministry of Justice","West Surrey","Female","90","[c]","26610","25480"
"New entrant CS","2023","Ministry of Justice","West Surrey","Male","50","[c]","27860","27640"
"New entrant CS","2023","Ministry of Justice","West Sussex (North East)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","West Sussex (South West)","Female","30","[c]","25310","24070"
"New entrant CS","2023","Ministry of Justice","West Sussex (South West)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Westminster","Female","250","[c]","34490","33800"
"New entrant CS","2023","Ministry of Justice","Westminster","Male","150","[c]","38390","35410"
"New entrant CS","2023","Ministry of Justice","Wiltshire","Female","55","[c]","24770","23640"
"New entrant CS","2023","Ministry of Justice","Wiltshire","Male","45","[c]","27890","28880"
"New entrant CS","2023","Ministry of Justice","Wirral","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Wirral","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Wolverhampton","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Wolverhampton","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Worcestershire CC","Female","105","[c]","25130","23640"
"New entrant CS","2023","Ministry of Justice","Worcestershire CC","Male","95","[c]","27060","28880"
"New entrant CS","2023","Ministry of Justice","York","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","York","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","35","[c]","36240","34670"
"New entrant CS","2023","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Bedford","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Bedford","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Belfast","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Belfast","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Berkshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Berkshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Birmingham","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Birmingham","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Coventry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Coventry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Darlington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Darlington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Devon CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","East Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","East Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Lambeth","Female","80","[c]","40180","34340"
"New entrant CS","2023","National Crime Agency","Lambeth","Male","60","[c]","47210","39630"
"New entrant CS","2023","National Crime Agency","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Leicestershire CC and Rutland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Liverpool","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Liverpool","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Medway","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Medway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Merton, Kingston upon Thames and Sutton","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Sheffield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Sheffield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Sunderland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Sunderland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Wakefield","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Wakefield","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Warrington","Female","50","[c]","35380","30740"
"New entrant CS","2023","National Crime Agency","Warrington","Male","60","[c]","35890","36040"
"New entrant CS","2023","National Crime Agency","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","West Sussex (North East)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Belfast","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Belfast","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Westminster","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Barnet","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Barnet","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
