"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of the Public Guardian","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Legal","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Operational Delivery","Heterosexual / straight","1060","980","24680","21780"
"In post","2023","Office of the Public Guardian","Operational Delivery","LGBO","65","65","25110","21780"
"In post","2023","Office of the Public Guardian","Operational Delivery","Undeclared","105","95","24940","21780"
"In post","2023","Office of the Public Guardian","Operational Delivery","Unknown","370","345","23040","21780"
"In post","2023","Office of the Public Guardian","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Unknown","Heterosexual / straight","35","30","40650","33520"
"In post","2023","Office of the Scottish Charity Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Unknown","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","30","30","59410","65280"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","40","40","45950","52360"
"In post","2023","Office of the Secretary of State for Wales","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Policy","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Digital, Data and Technology","Heterosexual / straight","40","40","45800","42470"
"In post","2023","Planning Inspectorate","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Planning Inspectorate","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Knowledge and Information Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Planning Inspectorate","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Operational Delivery","Heterosexual / straight","165","155","30190","26590"
"In post","2023","Planning Inspectorate","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2023","Planning Inspectorate","Operational Delivery","Unknown","70","65","27840","23250"
"In post","2023","Planning Inspectorate","Planning Inspectors","Heterosexual / straight","365","330","58630","60050"
"In post","2023","Planning Inspectorate","Planning Inspectors","LGBO","15","15","[c]","[c]"
"In post","2023","Planning Inspectorate","Planning Inspectors","Undeclared","40","35","59060","60050"
"In post","2023","Planning Inspectorate","Planning Inspectors","Unknown","45","40","56550","54350"
"In post","2023","Planning Inspectorate","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
