"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Home Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Digital, Data and Technology","Unknown","30","[c]","53760","55150"
"New entrant CS","2023","40-49","Home Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Intelligence Analysis","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Operational Delivery","Heterosexual / straight","260","[c]","25590","25750"
"New entrant CS","2023","40-49","Home Office","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Operational Delivery","Unknown","835","[c]","25430","25750"
"New entrant CS","2023","40-49","Home Office","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Other","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Policy","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Commercial","Heterosexual / straight","30","[c]","32660","32500"
"New entrant CS","2023","40-49","Ministry of Defence","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","40","[c]","42070","33910"
"New entrant CS","2023","40-49","Ministry of Defence","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Digital, Data and Technology","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Human Resources","Heterosexual / straight","55","[c]","31440","30950"
"New entrant CS","2023","40-49","Ministry of Defence","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Human Resources","Unknown","45","[c]","35490","33830"
"New entrant CS","2023","40-49","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Medicine","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Medicine","Unknown","35","[c]","49570","40590"
"New entrant CS","2023","40-49","Ministry of Defence","Operational Delivery","Heterosexual / straight","125","[c]","30690","27080"
"New entrant CS","2023","40-49","Ministry of Defence","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Operational Delivery","Unknown","80","[c]","27600","22220"
"New entrant CS","2023","40-49","Ministry of Defence","Operational Research","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Other","Heterosexual / straight","60","[c]","29750","21850"
"New entrant CS","2023","40-49","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Other","Unknown","45","[c]","29260","26960"
"New entrant CS","2023","40-49","Ministry of Defence","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Project Delivery","Heterosexual / straight","80","[c]","41720","39700"
"New entrant CS","2023","40-49","Ministry of Defence","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Project Delivery","Unknown","30","[c]","43090","41000"
"New entrant CS","2023","40-49","Ministry of Defence","Property","Heterosexual / straight","35","[c]","35540","33990"
"New entrant CS","2023","40-49","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Property","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Science and Engineering","Heterosexual / straight","100","[c]","41140","42020"
"New entrant CS","2023","40-49","Ministry of Defence","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Science and Engineering","Unknown","35","[c]","38370","36000"
"New entrant CS","2023","40-49","Ministry of Defence","Security","Heterosexual / straight","50","[c]","28850","27500"
"New entrant CS","2023","40-49","Ministry of Defence","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Security","Unknown","70","[c]","33330","27500"
"New entrant CS","2023","40-49","Ministry of Defence","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","35","[c]","52170","55720"
"New entrant CS","2023","40-49","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Operational Delivery","Heterosexual / straight","1225","[c]","26190","23910"
"New entrant CS","2023","40-49","Ministry of Justice","Operational Delivery","LGBO","80","[c]","26600","23640"
"New entrant CS","2023","40-49","Ministry of Justice","Operational Delivery","Undeclared","50","[c]","25550","23640"
"New entrant CS","2023","40-49","Ministry of Justice","Operational Delivery","Unknown","575","[c]","26300","24070"
"New entrant CS","2023","40-49","Ministry of Justice","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Policy","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Psychology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Operational Delivery","Heterosexual / straight","45","[c]","37990","36040"
"New entrant CS","2023","40-49","National Crime Agency","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Northern Ireland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","105","[c]","64550","72470"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
