"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Attorney General's Departments","London","AA/AO","10","10","24510","24630"
"In post","2023","Human Resources","Attorney General's Departments","London","EO","25","25","28240","28170"
"In post","2023","Human Resources","Attorney General's Departments","London","G6/G7","40","40","60020","56950"
"In post","2023","Human Resources","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Attorney General's Departments","London","SEO/HEO","60","55","36440","35000"
"In post","2023","Human Resources","Attorney General's Departments","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Human Resources","Attorney General's Departments","Outside London","EO","25","25","27420","26900"
"In post","2023","Human Resources","Attorney General's Departments","Outside London","G6/G7","25","25","56950","53570"
"In post","2023","Human Resources","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Attorney General's Departments","Outside London","SEO/HEO","75","75","34100","32590"
"In post","2023","Human Resources","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office","London","EO","45","45","29130","29190"
"In post","2023","Human Resources","Cabinet Office","London","G6/G7","130","125","61320","60390"
"In post","2023","Human Resources","Cabinet Office","London","SCS level","25","25","89350","83770"
"In post","2023","Human Resources","Cabinet Office","London","SEO/HEO","125","120","38540","38460"
"In post","2023","Human Resources","Cabinet Office","Outside London","AA/AO","130","115","21780","21720"
"In post","2023","Human Resources","Cabinet Office","Outside London","EO","110","100","25650","24860"
"In post","2023","Human Resources","Cabinet Office","Outside London","G6/G7","125","120","55220","53580"
"In post","2023","Human Resources","Cabinet Office","Outside London","SCS level","15","15","86500","75290"
"In post","2023","Human Resources","Cabinet Office","Outside London","SEO/HEO","240","225","36320","37580"
"In post","2023","Human Resources","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Cabinet Office","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","Outside London","SEO/HEO","10","10","34100","30170"
"In post","2023","Human Resources","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Competition and Markets Authority","London","G6/G7","10","10","64220","66710"
"In post","2023","Human Resources","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Competition and Markets Authority","London","SEO/HEO","15","15","39700","41370"
"In post","2023","Human Resources","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","EO","10","10","29120","28740"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","G6/G7","55","50","60330","57380"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","SCS level","10","10","84540","79050"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","45","40","39940","41060"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","15","10","23230","23100"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","EO","35","35","25600","25500"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","80","75","54530","53270"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","155","145","35970","33960"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","London","EO","15","10","29020","28280"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","London","G6/G7","15","15","60770","61180"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","London","SEO/HEO","15","15","37490","36620"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","London","G6/G7","15","15","63810","64690"
"In post","2023","Human Resources","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Outside London","AA/AO","10","10","22020","22020"
"In post","2023","Human Resources","Department for Education","Outside London","EO","35","35","26270","25900"
"In post","2023","Human Resources","Department for Education","Outside London","G6/G7","45","40","54650","51840"
"In post","2023","Human Resources","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Outside London","SEO/HEO","80","75","34280","33370"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","London","EO","10","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","London","G6/G7","25","25","57300","55840"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","London","SEO/HEO","20","20","38150","40260"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","EO","25","20","25760","25920"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","110","105","53220","49970"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","110","100","34970","37300"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","London","EO","25","25","29700","29430"
"In post","2023","Human Resources","Department for International Trade","London","G6/G7","40","35","58850","55500"
"In post","2023","Human Resources","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","London","SEO/HEO","40","40","37650","36620"
"In post","2023","Human Resources","Department for International Trade","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Outside London","G6/G7","10","10","57820","53990"
"In post","2023","Human Resources","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","London","G6/G7","15","15","63500","64970"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","London","SEO/HEO","10","10","37820","39260"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","15","10","23450","24320"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","20","20","53770","49700"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","30","30","34700","33450"
"In post","2023","Human Resources","Department for Transport","London","EO","10","10","33190","31480"
"In post","2023","Human Resources","Department for Transport","London","G6/G7","30","30","60220","56390"
"In post","2023","Human Resources","Department for Transport","London","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","London","SEO/HEO","25","25","40700","39820"
"In post","2023","Human Resources","Department for Transport","Outside London","AA/AO","30","30","22160","22500"
"In post","2023","Human Resources","Department for Transport","Outside London","EO","80","75","28050","27260"
"In post","2023","Human Resources","Department for Transport","Outside London","G6/G7","55","55","54640","51540"
"In post","2023","Human Resources","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Outside London","SEO/HEO","215","205","36230","34610"
"In post","2023","Human Resources","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","London","EO","75","75","32440","32520"
