"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","AA","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","AO","Female","300","[c]","21710","21690"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","AO","Male","230","[c]","22250","21690"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","EO","Female","215","[c]","27230","27570"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","EO","Male","165","[c]","27760","27570"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","HEO","Female","80","[c]","33330","33570"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","HEO","Male","75","[c]","34460","33960"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","SEO","Female","55","[c]","41590","41580"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","SEO","Male","50","[c]","41690","40790"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Unknown","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","AA","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","AA","Male","65","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","AO","Female","245","[c]","22500","21820"
"Leaver CS","2023","Declared non-disabled","East of England","AO","Male","230","[c]","24290","22400"
"Leaver CS","2023","Declared non-disabled","East of England","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","EO","Female","285","[c]","28650","29020"
"Leaver CS","2023","Declared non-disabled","East of England","EO","Male","200","[c]","28430","28120"
"Leaver CS","2023","Declared non-disabled","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","HEO","Female","70","[c]","33890","33040"
"Leaver CS","2023","Declared non-disabled","East of England","HEO","Male","75","[c]","34580","34300"
"Leaver CS","2023","Declared non-disabled","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","SEO","Female","50","[c]","42840","41200"
"Leaver CS","2023","Declared non-disabled","East of England","SEO","Male","60","[c]","42580","41260"
"Leaver CS","2023","Declared non-disabled","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","Unknown","Female","90","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","AA","Female","60","[c]","22480","23000"
"Leaver CS","2023","Declared non-disabled","London","AA","Male","55","[c]","23030","23000"
"Leaver CS","2023","Declared non-disabled","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","AO","Female","430","[c]","24680","25480"
"Leaver CS","2023","Declared non-disabled","London","AO","Male","325","[c]","24970","25480"
"Leaver CS","2023","Declared non-disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","EO","Female","790","[c]","30030","31060"
"Leaver CS","2023","Declared non-disabled","London","EO","Male","490","[c]","30300","31060"
"Leaver CS","2023","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","G6","Female","190","[c]","69170","68140"
"Leaver CS","2023","Declared non-disabled","London","G6","Male","235","[c]","70450","68730"
"Leaver CS","2023","Declared non-disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","G7","Female","510","[c]","56170","55010"
"Leaver CS","2023","Declared non-disabled","London","G7","Male","505","[c]","56850","55740"
"Leaver CS","2023","Declared non-disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","HEO","Female","505","[c]","35260","34620"
"Leaver CS","2023","Declared non-disabled","London","HEO","Male","465","[c]","35830","35410"
"Leaver CS","2023","Declared non-disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Female","145","[c]","94220","86870"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Male","145","[c]","101880","90840"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","SEO","Female","410","[c]","42640","42040"
"Leaver CS","2023","Declared non-disabled","London","SEO","Male","370","[c]","43360","43210"
"Leaver CS","2023","Declared non-disabled","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Female","125","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","AA","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","AA","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","AO","Female","415","[c]","21610","21690"
"Leaver CS","2023","Declared non-disabled","North East (England)","AO","Male","285","[c]","21870","21690"
"Leaver CS","2023","Declared non-disabled","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","EO","Female","165","[c]","27290","27570"
"Leaver CS","2023","Declared non-disabled","North East (England)","EO","Male","105","[c]","27590","27810"
"Leaver CS","2023","Declared non-disabled","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","G7","Male","45","[c]","55960","55410"
"Leaver CS","2023","Declared non-disabled","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","HEO","Female","60","[c]","32870","32190"
"Leaver CS","2023","Declared non-disabled","North East (England)","HEO","Male","75","[c]","33100","34110"
"Leaver CS","2023","Declared non-disabled","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","SEO","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","SEO","Male","55","[c]","42880","41090"
"Leaver CS","2023","Declared non-disabled","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","AA","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","AA","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","AO","Female","715","[c]","21670","21690"
"Leaver CS","2023","Declared non-disabled","North West (England)","AO","Male","470","[c]","22020","21690"
"Leaver CS","2023","Declared non-disabled","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","EO","Female","420","[c]","27280","27570"
"Leaver CS","2023","Declared non-disabled","North West (England)","EO","Male","280","[c]","27440","27570"
"Leaver CS","2023","Declared non-disabled","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","G6","Male","35","[c]","70100","69820"
"Leaver CS","2023","Declared non-disabled","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","G7","Female","75","[c]","55980","55250"
"Leaver CS","2023","Declared non-disabled","North West (England)","G7","Male","95","[c]","58430","56450"
"Leaver CS","2023","Declared non-disabled","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","HEO","Female","160","[c]","32890","33410"
"Leaver CS","2023","Declared non-disabled","North West (England)","HEO","Male","145","[c]","33810","33730"
"Leaver CS","2023","Declared non-disabled","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","SEO","Female","135","[c]","41030","39450"
"Leaver CS","2023","Declared non-disabled","North West (England)","SEO","Male","120","[c]","41810","40300"
"Leaver CS","2023","Declared non-disabled","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","Unknown","Female","110","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6","Female","[c]","[c]","[c]","[c]"
