"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Midlands (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","London","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
