"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Department for Transport","G6/G7","120","120","63770","60410"
"In post","2023","Undeclared","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","SEO/HEO","280","275","39200","39430"
"In post","2023","Undeclared","Department for Work and Pensions","AA/AO","1275","1085","22230","21690"
"In post","2023","Undeclared","Department for Work and Pensions","EO","1950","1725","29050","28120"
"In post","2023","Undeclared","Department for Work and Pensions","G6/G7","210","205","60860","58370"
"In post","2023","Undeclared","Department for Work and Pensions","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","SEO/HEO","610","575","38700","38470"
"In post","2023","Undeclared","Department of Health and Social Care","AA/AO","30","30","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","EO","40","35","28190","27960"
"In post","2023","Undeclared","Department of Health and Social Care","G6/G7","135","125","61090","56500"
"In post","2023","Undeclared","Department of Health and Social Care","SCS level","20","20","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","SEO/HEO","135","125","38640","38930"
"In post","2023","Undeclared","Food Standards Agency","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","15","15","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","EO","35","35","32010","31810"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","125","125","61640","61100"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","SCS level","25","25","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","130","130","39510","38920"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","EO","75","65","28550","28080"
"In post","2023","Undeclared","HM Land Registry","G6/G7","10","5","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","SEO/HEO","130","115","38460","34850"
"In post","2023","Undeclared","HM Revenue and Customs","AA/AO","510","445","22970","22520"
"In post","2023","Undeclared","HM Revenue and Customs","EO","505","455","29500","28130"
"In post","2023","Undeclared","HM Revenue and Customs","G6/G7","425","410","63520","59290"
"In post","2023","Undeclared","HM Revenue and Customs","SCS level","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs","SEO/HEO","1035","980","39090","39140"
"In post","2023","Undeclared","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Treasury","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","HM Treasury","G6/G7","70","70","72370","65700"
"In post","2023","Undeclared","HM Treasury","SCS level","10","5","[c]","[c]"
"In post","2023","Undeclared","HM Treasury","SEO/HEO","60","60","42660","40520"
"In post","2023","Undeclared","Home Office","AA/AO","210","185","23720","22400"
"In post","2023","Undeclared","Home Office","EO","780","705","28180","27650"
"In post","2023","Undeclared","Home Office","G6/G7","210","210","63220","59880"
"In post","2023","Undeclared","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Home Office","SEO/HEO","625","590","37530","36310"
"In post","2023","Undeclared","Home Office","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence","AA/AO","560","540","25630","22220"
"In post","2023","Undeclared","Ministry of Defence","EO","385","375","30160","27740"
"In post","2023","Undeclared","Ministry of Defence","G6/G7","530","520","57650","56180"
"In post","2023","Undeclared","Ministry of Defence","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence","SEO/HEO","1175","1140","39320","39890"
"In post","2023","Undeclared","Ministry of Defence","Unknown","100","95","47300","43180"
"In post","2023","Undeclared","Ministry of Justice","AA/AO","980","910","26160","25340"
"In post","2023","Undeclared","Ministry of Justice","EO","360","345","30590","29660"
"In post","2023","Undeclared","Ministry of Justice","G6/G7","125","125","62150","59910"
"In post","2023","Undeclared","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice","SEO/HEO","435","415","40360","39100"
"In post","2023","Undeclared","Ministry of Justice","Unknown","500","460","32870","31490"
"In post","2023","Undeclared","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","EO","95","90","35910","36040"
"In post","2023","Undeclared","National Crime Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","SEO/HEO","90","90","46630","47380"
"In post","2023","Undeclared","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","G6/G7","35","35","61040","61200"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","G6/G7","15","10","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","AA/AO","115","110","26610","27230"
"In post","2023","Undeclared","Scottish Government","EO","240","225","35650","37060"
"In post","2023","Undeclared","Scottish Government","G6/G7","100","95","66460","65280"
"In post","2023","Undeclared","Scottish Government","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","SEO/HEO","180","170","42620","42590"
"In post","2023","Undeclared","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","AA/AO","25","15","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","G6/G7","30","30","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","SEO/HEO","35","35","34400","32360"
"In post","2023","Undeclared","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","AA/AO","30","25","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","EO","40","40","30180","30610"
"In post","2023","Undeclared","Welsh Government","G6/G7","55","50","64540","63900"
"In post","2023","Undeclared","Welsh Government","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","SEO/HEO","110","105","43780","43660"
"In post","2023","Unknown","Attorney General's Departments","AA/AO","120","105","23520","22870"
"In post","2023","Unknown","Attorney General's Departments","EO","165","155","28830","28850"
"In post","2023","Unknown","Attorney General's Departments","G6/G7","540","500","62090","60800"
"In post","2023","Unknown","Attorney General's Departments","SCS level","40","35","93530","83190"
"In post","2023","Unknown","Attorney General's Departments","SEO/HEO","155","150","37170","36530"
"In post","2023","Unknown","Cabinet Office","AA/AO","80","75","22740","21830"
"In post","2023","Unknown","Cabinet Office","EO","175","170","26950","27110"
"In post","2023","Unknown","Cabinet Office","G6/G7","460","450","60030","56430"
"In post","2023","Unknown","Cabinet Office","SCS level","115","115","102010","95000"
"In post","2023","Unknown","Cabinet Office","SEO/HEO","455","445","36210","35650"
"In post","2023","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Charity Commission","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Charity Commission","EO","40","40","25510","25300"
"In post","2023","Unknown","Charity Commission","G6/G7","25","25","[c]","[c]"
"In post","2023","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","SEO/HEO","45","40","33670","30170"
"In post","2023","Unknown","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","335","310","22390","22180"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","EO","370","355","26860","25320"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","490","475","58230","56240"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","35","35","91640","81050"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","950","925","38590","38970"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","75","70","58450","57200"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","75","75","37050","35620"
"In post","2023","Unknown","Department for Education","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Education","EO","80","75","27490","26940"
"In post","2023","Unknown","Department for Education","G6/G7","245","235","57540","55020"
"In post","2023","Unknown","Department for Education","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Education","SEO/HEO","295","285","36660","37590"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","420","385","22320","22150"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","EO","240","225","26530","25920"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","315","305","55100","54330"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","525","500","35710","37300"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","EO","90","85","29100","29280"
"In post","2023","Unknown","Department for International Trade","G6/G7","325","320","59120","55500"
"In post","2023","Unknown","Department for International Trade","SCS level","45","45","88670","78430"
"In post","2023","Unknown","Department for International Trade","SEO/HEO","415","410","39320","41550"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","30","25","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","EO","45","45","27870","28710"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","180","175","57080","56080"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","165","160","36150","34310"
"In post","2023","Unknown","Department for Transport","AA/AO","900","825","23180","22500"
"In post","2023","Unknown","Department for Transport","EO","755","725","28050","27190"
"In post","2023","Unknown","Department for Transport","G6/G7","315","310","61180","56340"
"In post","2023","Unknown","Department for Transport","SCS level","35","35","84780","79750"
"In post","2023","Unknown","Department for Transport","SEO/HEO","500","495","38500","37490"
"In post","2023","Unknown","Department for Work and Pensions","AA/AO","1450","1275","21960","21690"
