"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Internal Audit","Ministry of Defence","EO","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","SEO/HEO","Female","40","40","39600","34610"
"In post","2023","Internal Audit","Ministry of Defence","SEO/HEO","Male","35","30","39650","39050"
"In post","2023","Internal Audit","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","AA/AO","Female","1160","1050","23230","22870"
"In post","2023","Legal","Attorney General's Departments","AA/AO","Male","440","430","23120","22870"
"In post","2023","Legal","Attorney General's Departments","EO","Female","1315","1215","28570","28200"
"In post","2023","Legal","Attorney General's Departments","EO","Male","460","455","28820","28410"
"In post","2023","Legal","Attorney General's Departments","G6/G7","Female","3075","2770","58930","56450"
"In post","2023","Legal","Attorney General's Departments","G6/G7","Male","1695","1640","60510","58820"
"In post","2023","Legal","Attorney General's Departments","SCS level","Female","185","175","88000","83050"
"In post","2023","Legal","Attorney General's Departments","SCS level","Male","115","110","89660","85000"
"In post","2023","Legal","Attorney General's Departments","SEO/HEO","Female","670","640","37230","38760"
"In post","2023","Legal","Attorney General's Departments","SEO/HEO","Male","340","335","37020","36780"
"In post","2023","Legal","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","SCS level","Female","25","20","[c]","[c]"
"In post","2023","Legal","Cabinet Office","SCS level","Male","30","30","[c]","[c]"
"In post","2023","Legal","Cabinet Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Charity Commission","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Legal","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","EO","Female","10","10","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","G6/G7","Female","65","65","69140","73510"
"In post","2023","Legal","Competition and Markets Authority","G6/G7","Male","50","50","68790","73510"
"In post","2023","Legal","Competition and Markets Authority","SCS level","Female","10","5","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","EO","Female","10","10","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","Female","35","35","59610","59370"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","35","30","40790","42760"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Legal","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","G6/G7","Female","40","35","61120","62540"
"In post","2023","Legal","Department for Education","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Legal","Department for Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","EO","Female","20","20","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","EO","Male","15","15","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","EO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","G6/G7","Female","45","40","62960","61480"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","G6/G7","Male","70","55","63280","62130"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Legal","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","EO","Female","45","40","28440","28080"
"In post","2023","Legal","HM Land Registry","EO","Male","15","15","[c]","[c]"
"In post","2023","Legal","HM Land Registry","G6/G7","Female","100","90","63260","61730"
"In post","2023","Legal","HM Land Registry","G6/G7","Male","55","50","65550","67290"
"In post","2023","Legal","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","SEO/HEO","Female","40","35","37700","34850"
"In post","2023","Legal","HM Land Registry","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs","AA/AO","Female","100","85","23560","22520"
"In post","2023","Legal","HM Revenue and Customs","AA/AO","Male","90","85","23870","22520"
"In post","2023","Legal","HM Revenue and Customs","EO","Female","165","145","29550","28130"
"In post","2023","Legal","HM Revenue and Customs","EO","Male","95","90","29330","28130"
"In post","2023","Legal","HM Revenue and Customs","G6/G7","Female","260","235","65110","63990"
"In post","2023","Legal","HM Revenue and Customs","G6/G7","Male","245","235","64600","63990"
"In post","2023","Legal","HM Revenue and Customs","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs","SEO/HEO","Female","310","295","37880","35000"
