"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","London","Inner London - West","Female","410","[c]","35910","31030"
"Leaver CS","2023","Unknown","London","Inner London - West","Male","285","[c]","38230","32480"
"Leaver CS","2023","Unknown","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Merseyside","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scotland","Eastern Scotland","Female","305","[c]","40670","34730"
"Leaver CS","2023","Unknown","Scotland","Eastern Scotland","Male","260","[c]","41460","36330"
"Leaver CS","2023","Unknown","Scotland","Highlands and Islands","Female","35","[c]","29980","29450"
"Leaver CS","2023","Unknown","Scotland","Highlands and Islands","Male","35","[c]","29460","29560"
"Leaver CS","2023","Unknown","Scotland","North Eastern Scotland","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scotland","North Eastern Scotland","Male","35","[c]","41790","36330"
"Leaver CS","2023","Unknown","Scotland","Southern Scotland","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scotland","Southern Scotland","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scotland","West Central Scotland","Female","160","[c]","35710","31940"
"Leaver CS","2023","Unknown","Scotland","West Central Scotland","Male","155","[c]","37380","31940"
"Leaver CS","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","Hampshire and Isle of Wight","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","Hampshire and Isle of Wight","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","40","[c]","39060","30650"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","200","[c]","37650","34250"
"Leaver CS","2023","Unknown","Wales","East Wales","Female","65","[c]","38500","30780"
"Leaver CS","2023","Unknown","Wales","East Wales","Male","55","[c]","46230","38160"
"Leaver CS","2023","Unknown","Wales","West Wales and The Valleys","Female","55","[c]","38590","38160"
"Leaver CS","2023","Unknown","Wales","West Wales and The Valleys","Male","35","[c]","45810","47470"
"Leaver CS","2023","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","West Midlands","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","West Midlands (England)","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","North Yorkshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","South Yorkshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","South Yorkshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","West Yorkshire","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","West Yorkshire","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East of England","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East of England","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Inner London - East","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Inner London - East","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Inner London - West","Female","120","[c]","40040","36130"
"Leaver Dept.","2023","Analysis","London","Inner London - West","Male","150","[c]","44770","37960"
"Leaver Dept.","2023","Analysis","London","Outer London - South","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Outer London - South","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North East (England)","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North East (England)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North East (England)","Tees Valley and Durham","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North West (England)","Greater Manchester","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North West (England)","Greater Manchester","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North West (England)","Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","North West (England)","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Scotland","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Scotland","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Scotland","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Scotland","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South East (England)","Hampshire and Isle of Wight","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South East (England)","Hampshire and Isle of Wight","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Wales","East Wales","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Wales","East Wales","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Wales","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","West Midlands (England)","West Midlands","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","West Midlands (England)","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Yorkshire and The Humber","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Yorkshire and The Humber","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Yorkshire and The Humber","South Yorkshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Yorkshire and The Humber","West Yorkshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Yorkshire and The Humber","West Yorkshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","East Anglia","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Inner London - East","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Inner London - East","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Inner London - West","Female","35","[c]","40550","38650"
"Leaver Dept.","2023","Commercial","London","Inner London - West","Male","30","[c]","44920","41060"
"Leaver Dept.","2023","Commercial","London","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Greater Manchester","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Greater Manchester","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Merseyside","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","North West (England)","Merseyside","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
