"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","Department of Health and Social Care","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Policy","SEO/HEO","10","10","39810","41480"
"In post","2023","Legal","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","Legal","G6/G7","15","15","62280","61000"
"In post","2023","Legal","Food Standards Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G6/G7","50","30","59500","58880"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Knowledge and Information Management","SEO/HEO","10","10","35240","32750"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Legal","EO","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Legal","G6/G7","65","65","65840","67530"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Legal","SCS level","10","10","90650","81690"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Legal","SEO/HEO","10","10","41480","40810"
"In post","2023","Legal","HM Land Registry","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","Legal","EO","65","55","28400","28080"
"In post","2023","Legal","HM Land Registry","Legal","G6/G7","155","140","64060","61730"
"In post","2023","Legal","HM Land Registry","Legal","SCS level","5","5","[c]","[c]"
"In post","2023","Legal","HM Land Registry","Legal","SEO/HEO","60","55","38230","34850"
"In post","2023","Legal","HM Revenue and Customs","Legal","AA/AO","10","5","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs","Legal","EO","70","65","29800","28130"
"In post","2023","Legal","HM Revenue and Customs","Legal","G6/G7","270","250","65640","65230"
"In post","2023","Legal","HM Revenue and Customs","Legal","SCS level","20","20","87550","86210"
"In post","2023","Legal","HM Revenue and Customs","Legal","SEO/HEO","160","155","38310","39110"
"In post","2023","Legal","HM Revenue and Customs","Operational Delivery","AA/AO","155","140","23780","22520"
"In post","2023","Legal","HM Revenue and Customs","Operational Delivery","EO","135","120","29230","28130"
"In post","2023","Legal","HM Revenue and Customs","Operational Delivery","G6/G7","15","15","60620","57970"
"In post","2023","Legal","HM Revenue and Customs","Operational Delivery","SEO/HEO","125","120","37750","35000"
"In post","2023","Legal","HM Revenue and Customs","Other","G6/G7","20","20","68620","71300"
"In post","2023","Legal","HM Revenue and Customs","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs","Tax","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs","Tax","EO","25","20","29000","28130"
"In post","2023","Legal","HM Revenue and Customs","Tax","G6/G7","110","105","61220","57970"
"In post","2023","Legal","HM Revenue and Customs","Tax","SEO/HEO","200","190","38160","35070"
"In post","2023","Legal","HM Revenue and Customs","Unknown","AA/AO","15","15","23470","22520"
"In post","2023","Legal","HM Revenue and Customs","Unknown","EO","30","30","30190","31980"
"In post","2023","Legal","HM Revenue and Customs","Unknown","G6/G7","90","85","66710","65230"
"In post","2023","Legal","HM Revenue and Customs","Unknown","SCS level","10","10","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs","Unknown","SEO/HEO","65","65","37480","35000"
"In post","2023","Legal","HM Treasury","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence","Legal","G6/G7","35","35","66780","70950"
"In post","2023","Legal","Ministry of Defence","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Legal","EO","45","45","26120","25830"
"In post","2023","Legal","Ministry of Justice","Legal","G6/G7","10","10","58820","55720"
"In post","2023","Legal","Ministry of Justice","Legal","SEO/HEO","40","35","37140","37680"
"In post","2023","Legal","Ministry of Justice","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Operational Delivery","EO","20","20","28650","29660"
"In post","2023","Legal","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","Legal","EO","15","15","34490","34340"
"In post","2023","Legal","National Crime Agency","Legal","G6/G7","35","30","66000","63040"
"In post","2023","Legal","National Crime Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","Legal","G6/G7","15","15","67390","64680"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","Legal","G6/G7","85","80","61620","60000"
"In post","2023","Legal","Office of Gas and Electricity Markets","Legal","SCS level","5","5","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","Legal","G6/G7","5","5","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","Legal","G6/G7","10","10","63630","63730"
"In post","2023","Legal","Office of Rail and Road","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Government","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Scottish Government","Legal","EO","5","5","[c]","[c]"
"In post","2023","Legal","Scottish Government","Legal","G6/G7","690","655","61420","58850"
"In post","2023","Legal","Scottish Government","Legal","SCS level","20","20","89730","85200"
"In post","2023","Legal","Scottish Government","Legal","SEO/HEO","35","30","46000","48410"
"In post","2023","Legal","Scottish Government","Policy","G6/G7","5","5","[c]","[c]"
"In post","2023","Legal","Scottish Government","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","The National Archives","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The National Archives","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Export Finance","Legal","EO","10","10","[c]","[c]"
"In post","2023","Legal","UK Export Finance","Legal","G6/G7","20","20","76040","77520"
"In post","2023","Legal","UK Export Finance","Legal","SCS level","5","5","[c]","[c]"
"In post","2023","Legal","UK Export Finance","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Legal","SEO/HEO","10","10","37230","37230"
"In post","2023","Legal","UK Supreme Court","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Operational Delivery","EO","10","10","28020","28710"
"In post","2023","Legal","UK Supreme Court","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","Legal","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Welsh Government","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Intelligence Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Other","AA/AO","5","5","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Other","EO","10","10","28170","27290"
"In post","2023","No function","Attorney General's Departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Policy","G6/G7","5","5","[c]","[c]"
"In post","2023","No function","Attorney General's Departments","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office","Communications","G6/G7","15","15","61140","59540"
"In post","2023","No function","Cabinet Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office","Communications","SEO/HEO","15","15","38800","38620"
"In post","2023","No function","Cabinet Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office","Digital, Data and Technology","G6/G7","70","70","58700","56430"
"In post","2023","No function","Cabinet Office","Digital, Data and Technology","SCS level","10","10","[c]","[c]"
